data,hora,temperatura
06/10/2021,08:00:00,22.8
06/10/2021,09:00:00,24.5
06/10/2021,10:00:00,25.8
06/10/2021,11:00:00,25.8
06/10/2021,12:00:00,26.8
06/10/2021,13:00:00,26
06/10/2021,14:00:00,26.4
06/10/2021,15:00:00,26.6
06/10/2021,16:00:00,24.6
06/10/2021,17:00:00,22.8
06/10/2021,18:00:00,21.8
06/10/2021,19:00:00,21.2
06/10/2021,20:00:00,20.8
06/10/2021,21:00:00,21
06/10/2021,22:00:00,21
06/10/2021,23:00:00,21
06/11/2021,00:00:00,20.8
06/11/2021,01:00:00,20.8
06/11/2021,02:00:00,20.6
06/11/2021,03:00:00,19.6
06/11/2021,04:00:00,19.1
06/11/2021,05:00:00,19
06/11/2021,06:00:00,19.5
06/11/2021,07:00:00,20.5
06/11/2021,08:00:00,23
06/11/2021,09:00:00,24.4
06/11/2021,10:00:00,25.8
06/11/2021,11:00:00,27.6
06/11/2021,12:00:00,28
06/11/2021,13:00:00,28.4
06/11/2021,14:00:00,28.8
06/11/2021,15:00:00,28.2
06/11/2021,16:00:00,27.6
06/11/2021,17:00:00,26.6
06/11/2021,18:00:00,24.8
06/11/2021,19:00:00,22.8
06/11/2021,20:00:00,22
06/11/2021,21:00:00,21.8
06/11/2021,22:00:00,21.2
06/11/2021,23:00:00,21
06/12/2021,00:00:00,21
06/12/2021,01:00:00,21
06/12/2021,02:00:00,21
06/12/2021,03:00:00,20.5
06/12/2021,04:00:00,20
06/12/2021,05:00:00,19.6
06/12/2021,06:00:00,19.6
06/12/2021,07:00:00,21.3
06/12/2021,08:00:00,23.3
06/12/2021,09:00:00,25
06/12/2021,10:00:00,26.3
06/12/2021,11:00:00,28.3
06/12/2021,12:00:00,29
06/12/2021,13:00:00,30.2
06/12/2021,14:00:00,30
06/12/2021,15:00:00,29.8
06/12/2021,16:00:00,29.4
06/12/2021,17:00:00,27.4
06/12/2021,18:00:00,25.6
06/12/2021,19:00:00,24
06/12/2021,20:00:00,22.8
06/12/2021,21:00:00,21.8
06/12/2021,22:00:00,21.2
06/12/2021,23:00:00,21
06/13/2021,00:00:00,21
06/13/2021,01:00:00,20.8
06/13/2021,02:00:00,20.1
06/13/2021,03:00:00,20.1
06/13/2021,04:00:00,19.6
06/13/2021,05:00:00,19.6
06/13/2021,06:00:00,20
06/13/2021,07:00:00,21
06/13/2021,08:00:00,22
06/13/2021,09:00:00,24
06/13/2021,10:00:00,26.3
06/13/2021,11:00:00,27.2
06/13/2021,12:00:00,28.8
06/13/2021,13:00:00,30
06/13/2021,14:00:00,30.4
06/13/2021,15:00:00,30.1
06/13/2021,16:00:00,28.4
06/13/2021,17:00:00,26.4
06/13/2021,18:00:00,24.8
06/13/2021,19:00:00,24
06/13/2021,20:00:00,22.6
06/13/2021,21:00:00,21.8
06/13/2021,22:00:00,21
06/13/2021,23:00:00,21
06/14/2021,00:00:00,20.3
06/14/2021,01:00:00,20
06/14/2021,02:00:00,19.5
06/14/2021,03:00:00,19.1
06/14/2021,04:00:00,18.6
06/14/2021,05:00:00,18.6
06/14/2021,06:00:00,19
06/14/2021,07:00:00,21
06/14/2021,08:00:00,22.8
06/14/2021,09:00:00,25.2
06/14/2021,10:00:00,27
06/14/2021,11:00:00,28
06/14/2021,12:00:00,28.4
06/14/2021,13:00:00,28.8
06/14/2021,14:00:00,29
06/14/2021,15:00:00,28.8
06/14/2021,16:00:00,28.6
06/14/2021,17:00:00,26.6
06/14/2021,18:00:00,24.6
06/14/2021,19:00:00,23
06/14/2021,20:00:00,22.6
06/14/2021,21:00:00,22
06/14/2021,22:00:00,21.3
06/14/2021,23:00:00,21.6
06/15/2021,00:00:00,21.8
06/15/2021,01:00:00,21.6
06/15/2021,02:00:00,21.1
06/15/2021,03:00:00,21.1
06/15/2021,04:00:00,21
06/15/2021,05:00:00,20.6
06/15/2021,06:00:00,20.6
06/15/2021,07:00:00,21.6
06/15/2021,08:00:00,22.8
06/15/2021,09:00:00,23.6
06/15/2021,10:00:00,23.8
06/15/2021,11:00:00,25
06/15/2021,12:00:00,26.4
06/15/2021,13:00:00,27.8
06/15/2021,14:00:00,28.6
06/15/2021,15:00:00,28.8
06/15/2021,16:00:00,27.6
06/15/2021,17:00:00,26.6
06/15/2021,18:00:00,24.6
06/15/2021,19:00:00,23.8
06/15/2021,20:00:00,23.6
06/15/2021,21:00:00,22.8
06/15/2021,22:00:00,22.6
06/15/2021,23:00:00,21.8
06/16/2021,00:00:00,21.8
06/16/2021,01:00:00,21.8
06/16/2021,02:00:00,21.5
06/16/2021,03:00:00,21.1
06/16/2021,04:00:00,21.1
06/16/2021,05:00:00,20.6
06/16/2021,06:00:00,20.6
06/16/2021,07:00:00,22
06/16/2021,08:00:00,23
06/16/2021,09:00:00,24.5
06/16/2021,10:00:00,24.6
06/16/2021,11:00:00,25.6
06/16/2021,12:00:00,25.8
06/16/2021,13:00:00,26.3
06/16/2021,14:00:00,26.8
06/16/2021,15:00:00,27.5
06/16/2021,16:00:00,26.8
06/16/2021,17:00:00,26.4
06/16/2021,18:00:00,24.8
06/16/2021,19:00:00,24
06/16/2021,20:00:00,23
06/16/2021,21:00:00,22.9
06/16/2021,22:00:00,22
06/16/2021,23:00:00,21.8
06/17/2021,00:00:00,21.8
06/17/2021,01:00:00,21.8
06/17/2021,02:00:00,21.6
06/17/2021,03:00:00,21.6
06/17/2021,04:00:00,21
06/17/2021,05:00:00,20.6
06/17/2021,06:00:00,21
06/17/2021,07:00:00,21.8
06/17/2021,08:00:00,22.8
06/17/2021,09:00:00,24.2
06/17/2021,10:00:00,26
06/17/2021,11:00:00,27.6
06/17/2021,12:00:00,28.2
06/17/2021,13:00:00,28.6
06/17/2021,14:00:00,30.4
06/17/2021,15:00:00,29.5
06/17/2021,16:00:00,28.2
06/17/2021,17:00:00,26.8
06/17/2021,18:00:00,25.4
06/17/2021,19:00:00,23.8
06/17/2021,20:00:00,23.6
06/17/2021,21:00:00,22.8
06/17/2021,22:00:00,22
06/17/2021,23:00:00,22
06/18/2021,00:00:00,22
06/18/2021,01:00:00,21.8
06/18/2021,02:00:00,21.1
06/18/2021,03:00:00,21
06/18/2021,04:00:00,21.1
06/18/2021,05:00:00,20.5
06/18/2021,06:00:00,20.5
06/18/2021,07:00:00,21.2
06/18/2021,08:00:00,22
06/18/2021,09:00:00,23
06/18/2021,10:00:00,23.2
06/18/2021,11:00:00,21
06/18/2021,12:00:00,21.2
06/18/2021,13:00:00,21
06/18/2021,14:00:00,23
06/18/2021,15:00:00,24.2
06/18/2021,16:00:00,24
06/18/2021,17:00:00,23.6
06/18/2021,18:00:00,22.8
06/18/2021,19:00:00,21.8
06/18/2021,20:00:00,21.8
06/18/2021,21:00:00,21.8
06/18/2021,22:00:00,21.8
06/18/2021,23:00:00,21.6
06/19/2021,00:00:00,21.6
06/19/2021,01:00:00,21
06/19/2021,02:00:00,20.5
06/19/2021,03:00:00,20.1
06/19/2021,04:00:00,20
06/19/2021,05:00:00,19.6
06/19/2021,06:00:00,19.6
06/19/2021,07:00:00,20.8
06/19/2021,08:00:00,22.8
06/19/2021,09:00:00,23.8
06/19/2021,10:00:00,24.8
06/19/2021,11:00:00,24.8
06/19/2021,12:00:00,24.6
06/19/2021,13:00:00,24
06/19/2021,14:00:00,25.6
06/19/2021,15:00:00,24.8
06/19/2021,16:00:00,23.4
06/19/2021,17:00:00,21.6
06/19/2021,18:00:00,20.8
06/19/2021,19:00:00,20.8
06/19/2021,20:00:00,21
06/19/2021,21:00:00,21.2
06/19/2021,22:00:00,21
06/19/2021,23:00:00,21
06/20/2021,00:00:00,20
06/20/2021,01:00:00,20
06/20/2021,02:00:00,19.1
06/20/2021,03:00:00,19.1
06/20/2021,04:00:00,19.1
06/20/2021,05:00:00,18.7
06/20/2021,06:00:00,19.2
06/20/2021,07:00:00,21.3
06/20/2021,08:00:00,23.8
06/20/2021,09:00:00,25.2
06/20/2021,10:00:00,26
06/20/2021,11:00:00,26.6
06/20/2021,12:00:00,27
06/20/2021,13:00:00,27.6
06/20/2021,14:00:00,24.8
06/20/2021,15:00:00,25.9
06/20/2021,16:00:00,25.4
06/20/2021,17:00:00,24.4
06/20/2021,18:00:00,24
06/20/2021,19:00:00,23
06/20/2021,20:00:00,22.6
06/20/2021,21:00:00,21.8
06/20/2021,22:00:00,21.6
06/20/2021,23:00:00,20.8
06/21/2021,00:00:00,21
06/21/2021,01:00:00,20.5
06/21/2021,02:00:00,20.2
06/21/2021,03:00:00,20.5
06/21/2021,04:00:00,20.5
06/21/2021,05:00:00,20.6
06/21/2021,06:00:00,20.6
06/21/2021,07:00:00,21.8
06/21/2021,08:00:00,22.8
06/21/2021,09:00:00,24.8
06/21/2021,10:00:00,26.8
06/21/2021,11:00:00,26.8
06/21/2021,12:00:00,27.6
06/21/2021,13:00:00,28.6
06/21/2021,14:00:00,27.8
06/21/2021,15:00:00,28.3
06/21/2021,16:00:00,27.6
06/21/2021,17:00:00,25.4
06/21/2021,18:00:00,23.6
06/21/2021,19:00:00,22.8
06/21/2021,20:00:00,21.8
06/21/2021,21:00:00,21.8
06/21/2021,22:00:00,21.6
06/21/2021,23:00:00,21.6
06/22/2021,00:00:00,21
06/22/2021,01:00:00,21
06/22/2021,02:00:00,21
06/22/2021,03:00:00,20.6
06/22/2021,04:00:00,20.6
06/22/2021,05:00:00,20.6
06/22/2021,06:00:00,20.5
06/22/2021,07:00:00,21
06/22/2021,08:00:00,22
06/22/2021,09:00:00,24.8
06/22/2021,10:00:00,26.8
06/22/2021,11:00:00,27.8
06/22/2021,12:00:00,28
06/22/2021,13:00:00,28.3
06/22/2021,14:00:00,28.3
06/22/2021,15:00:00,28.6
06/22/2021,16:00:00,27.4
06/22/2021,17:00:00,26.4
06/22/2021,18:00:00,25.4
06/22/2021,19:00:00,24.4
06/22/2021,20:00:00,22.6
06/22/2021,21:00:00,22.8
06/22/2021,22:00:00,22
06/22/2021,23:00:00,21.2
06/23/2021,00:00:00,21
06/23/2021,01:00:00,20.4
06/23/2021,02:00:00,20.6
06/23/2021,03:00:00,20.5
06/23/2021,04:00:00,20.1
06/23/2021,05:00:00,20
06/23/2021,06:00:00,20.1
06/23/2021,07:00:00,21.5
06/23/2021,08:00:00,22.7
06/23/2021,09:00:00,25.1
06/23/2021,10:00:00,26.4
06/23/2021,11:00:00,26.1
06/23/2021,12:00:00,26.6
06/23/2021,13:00:00,27.2
06/23/2021,14:00:00,27.2
06/23/2021,15:00:00,27.6
06/23/2021,16:00:00,26.4
06/23/2021,17:00:00,25.6
06/23/2021,18:00:00,24.6
06/23/2021,19:00:00,23.4
06/23/2021,20:00:00,22.6
06/23/2021,21:00:00,20.9
06/23/2021,22:00:00,21.2
06/23/2021,23:00:00,21
06/24/2021,00:00:00,21
06/24/2021,01:00:00,21
06/24/2021,02:00:00,20.6
06/24/2021,03:00:00,20.6
06/24/2021,04:00:00,20.6
06/24/2021,05:00:00,20.6
06/24/2021,06:00:00,20.6
06/24/2021,07:00:00,21
06/24/2021,08:00:00,22
06/24/2021,09:00:00,22.1
06/24/2021,10:00:00,22.6
06/24/2021,11:00:00,21
06/24/2021,12:00:00,21.2
06/24/2021,13:00:00,21.3
06/24/2021,14:00:00,20.8
06/24/2021,15:00:00,21
06/24/2021,16:00:00,21.6
06/24/2021,17:00:00,20.8
06/24/2021,18:00:00,20.8
06/24/2021,19:00:00,20.6
06/24/2021,20:00:00,20
06/24/2021,21:00:00,20
06/24/2021,22:00:00,20
06/24/2021,23:00:00,20
06/25/2021,00:00:00,19.8
06/25/2021,01:00:00,19.8
06/25/2021,02:00:00,19.5
06/25/2021,03:00:00,
06/25/2021,04:00:00,19.1
06/25/2021,05:00:00,19
06/25/2021,06:00:00,19.1
06/25/2021,07:00:00,20.3
06/25/2021,08:00:00,21.8
06/25/2021,09:00:00,23.2
06/25/2021,10:00:00,24.8
06/25/2021,11:00:00,25
06/25/2021,12:00:00,25.6
06/25/2021,13:00:00,25.8
06/25/2021,14:00:00,26.4
06/25/2021,15:00:00,25.8
06/25/2021,16:00:00,23.8
06/25/2021,17:00:00,23.6
06/25/2021,18:00:00,22
06/25/2021,19:00:00,21
06/25/2021,20:00:00,20.8
06/25/2021,21:00:00,20.3
06/25/2021,22:00:00,20
06/25/2021,23:00:00,20
06/26/2021,00:00:00,19.8
06/26/2021,01:00:00,19
06/26/2021,02:00:00,18.6
06/26/2021,03:00:00,18.2
06/26/2021,04:00:00,17.7
06/26/2021,05:00:00,17.6
06/26/2021,06:00:00,17.7
06/26/2021,07:00:00,19.3
06/26/2021,08:00:00,21.3
06/26/2021,09:00:00,23.9
06/26/2021,10:00:00,24.8
06/26/2021,11:00:00,26
06/26/2021,12:00:00,26.8
06/26/2021,13:00:00,28.4
06/26/2021,14:00:00,28
06/26/2021,15:00:00,27.6
06/26/2021,16:00:00,27.6
06/26/2021,17:00:00,26.4
06/26/2021,18:00:00,24
06/26/2021,19:00:00,23
06/26/2021,20:00:00,22
06/26/2021,21:00:00,21.1
06/26/2021,22:00:00,20.3
06/26/2021,23:00:00,20
06/27/2021,00:00:00,19
06/27/2021,01:00:00,18.4
06/27/2021,02:00:00,18.2
06/27/2021,03:00:00,18.1
06/27/2021,04:00:00,17.7
06/27/2021,05:00:00,17.6
06/27/2021,06:00:00,17.7
06/27/2021,07:00:00,18.4
06/27/2021,08:00:00,20.2
06/27/2021,09:00:00,22.2
06/27/2021,10:00:00,25
06/27/2021,11:00:00,25.3
06/27/2021,12:00:00,26.6
06/27/2021,13:00:00,27.6
06/27/2021,14:00:00,28.1
06/27/2021,15:00:00,27.4
06/27/2021,16:00:00,26.5
06/27/2021,17:00:00,24.4
06/27/2021,18:00:00,22.8
06/27/2021,19:00:00,21.8
06/27/2021,20:00:00,21
06/27/2021,21:00:00,20.1
06/27/2021,22:00:00,20
06/27/2021,23:00:00,19.8
06/28/2021,00:00:00,18.8
06/28/2021,01:00:00,18.3
06/28/2021,02:00:00,18.6
06/28/2021,03:00:00,19
06/28/2021,04:00:00,19.1
06/28/2021,05:00:00,18.5
06/28/2021,06:00:00,18.5
06/28/2021,07:00:00,20
06/28/2021,08:00:00,22
06/28/2021,09:00:00,24.1
06/28/2021,10:00:00,25.1
06/28/2021,11:00:00,25.5
06/28/2021,12:00:00,27.4
06/28/2021,13:00:00,27.2
06/28/2021,14:00:00,28.1
06/28/2021,15:00:00,27.8
06/28/2021,16:00:00,26.9
06/28/2021,17:00:00,24.6
06/28/2021,18:00:00,23
06/28/2021,19:00:00,22
06/28/2021,20:00:00,21.8
06/28/2021,21:00:00,20.8
06/28/2021,22:00:00,20
06/28/2021,23:00:00,19.8
06/29/2021,00:00:00,19
06/29/2021,01:00:00,19
06/29/2021,02:00:00,18.2
06/29/2021,03:00:00,17.7
06/29/2021,04:00:00,17.6
06/29/2021,05:00:00,17.2
06/29/2021,06:00:00,17.6
06/29/2021,07:00:00,18.7
06/29/2021,08:00:00,21.3
06/29/2021,09:00:00,24
06/29/2021,10:00:00,25.8
06/29/2021,11:00:00,27
06/29/2021,12:00:00,28
06/29/2021,13:00:00,28
06/29/2021,14:00:00,28.3
06/29/2021,15:00:00,28.2
06/29/2021,16:00:00,27.2
06/29/2021,17:00:00,25.4
06/29/2021,18:00:00,24.6
06/29/2021,19:00:00,23.6
06/29/2021,20:00:00,22.6
06/29/2021,21:00:00,21.8
06/29/2021,22:00:00,21.8
06/29/2021,23:00:00,21.6
06/30/2021,00:00:00,21
