data,hora,temperatura
05/05/2021,23:00:00,21.6
05/06/2021,00:00:00,21.5
05/06/2021,01:00:00,21.1
05/06/2021,02:00:00,20.6
05/06/2021,03:00:00,20.6
05/06/2021,04:00:00,20.5
05/06/2021,05:00:00,20.5
05/06/2021,06:00:00,21
05/06/2021,07:00:00,22.2
05/06/2021,08:00:00,23.5
05/06/2021,09:00:00,25
05/06/2021,10:00:00,26
05/06/2021,11:00:00,27.2
05/06/2021,12:00:00,27.8
05/06/2021,13:00:00,28.2
05/06/2021,14:00:00,28
05/06/2021,15:00:00,27.5
05/06/2021,16:00:00,26.8
05/06/2021,17:00:00,25.6
05/06/2021,18:00:00,24.6
05/06/2021,19:00:00,23.6
05/06/2021,20:00:00,22.8
05/06/2021,21:00:00,22.1
05/06/2021,22:00:00,21.8
05/06/2021,23:00:00,21.6
05/07/2021,00:00:00,21.5
05/07/2021,01:00:00,21.1
05/07/2021,02:00:00,21.1
05/07/2021,03:00:00,21.1
05/07/2021,04:00:00,21.1
05/07/2021,05:00:00,21.1
05/07/2021,06:00:00,21.5
05/07/2021,07:00:00,22.8
05/07/2021,08:00:00,23.8
05/07/2021,09:00:00,25.2
05/07/2021,10:00:00,26.5
05/07/2021,11:00:00,27
05/07/2021,12:00:00,27.2
05/07/2021,13:00:00,28.8
05/07/2021,14:00:00,29.2
05/07/2021,15:00:00,28.6
05/07/2021,16:00:00,27.6
05/07/2021,17:00:00,26.4
05/07/2021,18:00:00,24.8
05/07/2021,19:00:00,23.8
05/07/2021,20:00:00,23.6
05/07/2021,21:00:00,22.8
05/07/2021,22:00:00,22.8
05/07/2021,23:00:00,22.1
05/08/2021,00:00:00,22
05/08/2021,01:00:00,22
05/08/2021,02:00:00,21.6
05/08/2021,03:00:00,21.6
05/08/2021,04:00:00,21.6
05/08/2021,05:00:00,21.6
05/08/2021,06:00:00,22.1
05/08/2021,07:00:00,23
05/08/2021,08:00:00,24.8
05/08/2021,09:00:00,25
05/08/2021,10:00:00,27
05/08/2021,11:00:00,27.2
05/08/2021,12:00:00,28
05/08/2021,13:00:00,28.1
05/08/2021,14:00:00,25.8
05/08/2021,15:00:00,26.6
05/08/2021,16:00:00,25.6
05/08/2021,17:00:00,24.8
05/08/2021,18:00:00,24
05/08/2021,19:00:00,23.6
05/08/2021,20:00:00,23
05/08/2021,21:00:00,22.8
05/08/2021,22:00:00,22
05/08/2021,23:00:00,22
05/09/2021,00:00:00,21.6
05/09/2021,01:00:00,21.6
05/09/2021,02:00:00,21.1
05/09/2021,03:00:00,21.5
05/09/2021,04:00:00,21.1
05/09/2021,05:00:00,21.1
05/09/2021,06:00:00,20.6
05/09/2021,07:00:00,21.8
05/09/2021,08:00:00,22.5
05/09/2021,09:00:00,22.8
05/09/2021,10:00:00,25
05/09/2021,11:00:00,26.6
05/09/2021,12:00:00,26.8
05/09/2021,13:00:00,27.3
05/09/2021,14:00:00,25.4
05/09/2021,15:00:00,22.6
05/09/2021,16:00:00,22.8
05/09/2021,17:00:00,22.6
05/09/2021,18:00:00,21.6
05/09/2021,19:00:00,21
05/09/2021,20:00:00,21.8
05/09/2021,21:00:00,22
05/09/2021,22:00:00,21.8
05/09/2021,23:00:00,21.6
05/10/2021,00:00:00,21.6
05/10/2021,01:00:00,21.5
05/10/2021,02:00:00,21.1
05/10/2021,03:00:00,20.6
05/10/2021,04:00:00,20.6
05/10/2021,05:00:00,20.6
05/10/2021,06:00:00,21.1
05/10/2021,07:00:00,21.8
05/10/2021,08:00:00,22.3
05/10/2021,09:00:00,24
05/10/2021,10:00:00,25.8
05/10/2021,11:00:00,27.2
05/10/2021,12:00:00,27
05/10/2021,13:00:00,27
05/10/2021,14:00:00,27.8
05/10/2021,15:00:00,26.8
05/10/2021,16:00:00,25.8
05/10/2021,17:00:00,25.6
05/10/2021,18:00:00,24
05/10/2021,19:00:00,23.6
05/10/2021,20:00:00,22.8
05/10/2021,21:00:00,22.1
05/10/2021,22:00:00,21.8
05/10/2021,23:00:00,21.8
05/11/2021,00:00:00,21
05/11/2021,01:00:00,21.2
05/11/2021,02:00:00,21.6
05/11/2021,03:00:00,21
05/11/2021,04:00:00,21
05/11/2021,05:00:00,21.1
05/11/2021,06:00:00,21.1
05/11/2021,07:00:00,22
05/11/2021,08:00:00,22
05/11/2021,09:00:00,22.9
05/11/2021,10:00:00,25
05/11/2021,11:00:00,23
05/11/2021,12:00:00,25
05/11/2021,13:00:00,24.3
05/11/2021,14:00:00,26.1
05/11/2021,15:00:00,24.1
05/11/2021,16:00:00,24.8
05/11/2021,17:00:00,23.8
05/11/2021,18:00:00,23
05/11/2021,19:00:00,22.6
05/11/2021,20:00:00,21.6
05/11/2021,21:00:00,21.8
05/11/2021,22:00:00,21.8
05/11/2021,23:00:00,21.8
05/12/2021,00:00:00,21
05/12/2021,01:00:00,21
05/12/2021,02:00:00,21.1
05/12/2021,03:00:00,20.6
05/12/2021,04:00:00,20.5
05/12/2021,05:00:00,20.5
05/12/2021,06:00:00,21
05/12/2021,07:00:00,22
05/12/2021,08:00:00,23.3
05/12/2021,09:00:00,23.8
05/12/2021,10:00:00,24.9
05/12/2021,11:00:00,26.6
05/12/2021,12:00:00,27.6
05/12/2021,13:00:00,28
05/12/2021,14:00:00,28.3
05/12/2021,15:00:00,27.5
05/12/2021,16:00:00,26.4
05/12/2021,17:00:00,24.6
05/12/2021,18:00:00,23.8
05/12/2021,19:00:00,23.6
05/12/2021,20:00:00,23
05/12/2021,21:00:00,23
05/12/2021,22:00:00,22.6
05/12/2021,23:00:00,22
05/13/2021,00:00:00,21.8
05/13/2021,01:00:00,21.8
05/13/2021,02:00:00,22
05/13/2021,03:00:00,21.6
05/13/2021,04:00:00,21.6
05/13/2021,05:00:00,21.6
05/13/2021,06:00:00,22
05/13/2021,07:00:00,22
05/13/2021,08:00:00,22
05/13/2021,09:00:00,22
05/13/2021,10:00:00,22.6
05/13/2021,11:00:00,22.1
05/13/2021,12:00:00,21.8
05/13/2021,13:00:00,22
05/13/2021,14:00:00,22
05/13/2021,15:00:00,22.8
05/13/2021,16:00:00,22.6
05/13/2021,17:00:00,21.8
05/13/2021,18:00:00,21.6
05/13/2021,19:00:00,21.8
05/13/2021,20:00:00,21.8
05/13/2021,21:00:00,21.8
05/13/2021,22:00:00,21.8
05/13/2021,23:00:00,21.6
05/14/2021,00:00:00,21.6
05/14/2021,01:00:00,21.6
05/14/2021,02:00:00,21.1
05/14/2021,03:00:00,21.1
05/14/2021,04:00:00,21.1
05/14/2021,05:00:00,21.1
05/14/2021,06:00:00,21.1
05/14/2021,07:00:00,21.8
05/14/2021,08:00:00,21.6
05/14/2021,09:00:00,21.8
05/14/2021,10:00:00,21.8
05/14/2021,11:00:00,23
05/14/2021,12:00:00,22.8
05/14/2021,13:00:00,23.2
05/14/2021,14:00:00,23
05/14/2021,15:00:00,23.6
05/14/2021,16:00:00,22.8
05/14/2021,17:00:00,22.8
05/14/2021,18:00:00,22.6
05/14/2021,19:00:00,22.4
05/14/2021,20:00:00,21.8
05/14/2021,21:00:00,21.8
05/14/2021,22:00:00,21.8
05/14/2021,23:00:00,21
05/15/2021,00:00:00,21
05/15/2021,01:00:00,21
05/15/2021,02:00:00,20.6
05/15/2021,03:00:00,20.6
05/15/2021,04:00:00,20.6
05/15/2021,05:00:00,21
05/15/2021,06:00:00,21
05/15/2021,07:00:00,21.8
05/15/2021,08:00:00,22
05/15/2021,09:00:00,23.8
05/15/2021,10:00:00,24.3
05/15/2021,11:00:00,25.8
05/15/2021,12:00:00,26.6
05/15/2021,13:00:00,26.6
05/15/2021,14:00:00,27.3
05/15/2021,15:00:00,26.5
05/15/2021,16:00:00,25.6
05/15/2021,17:00:00,24.6
05/15/2021,18:00:00,23
05/15/2021,19:00:00,22.6
05/15/2021,20:00:00,21.8
05/15/2021,21:00:00,21.1
05/15/2021,22:00:00,21
05/15/2021,23:00:00,20.3
05/16/2021,00:00:00,20.8
05/16/2021,01:00:00,20.2
05/16/2021,02:00:00,20.5
05/16/2021,03:00:00,20
05/16/2021,04:00:00,20
05/16/2021,05:00:00,19.6
05/16/2021,06:00:00,20.1
05/16/2021,07:00:00,21.8
05/16/2021,08:00:00,23
05/16/2021,09:00:00,23.8
05/16/2021,10:00:00,25.2
05/16/2021,11:00:00,26.2
05/16/2021,12:00:00,26.3
05/16/2021,13:00:00,27.8
05/16/2021,14:00:00,27.8
05/16/2021,15:00:00,26.8
05/16/2021,16:00:00,26.6
05/16/2021,17:00:00,25.6
05/16/2021,18:00:00,24
05/16/2021,19:00:00,23.2
05/16/2021,20:00:00,22.8
05/16/2021,21:00:00,22.1
05/16/2021,22:00:00,21.8
05/16/2021,23:00:00,21
05/17/2021,00:00:00,21
05/17/2021,01:00:00,20.2
05/17/2021,02:00:00,20
05/17/2021,03:00:00,20
05/17/2021,04:00:00,18.7
05/17/2021,05:00:00,19
05/17/2021,06:00:00,19.5
05/17/2021,07:00:00,21
05/17/2021,08:00:00,23
05/17/2021,09:00:00,24.8
05/17/2021,10:00:00,26
05/17/2021,11:00:00,26.4
05/17/2021,12:00:00,27
05/17/2021,13:00:00,27.6
05/17/2021,14:00:00,28.3
05/17/2021,15:00:00,27.3
05/17/2021,16:00:00,27.6
05/17/2021,17:00:00,25.8
05/17/2021,18:00:00,24.5
05/17/2021,19:00:00,24
05/17/2021,20:00:00,23.2
05/17/2021,21:00:00,22.8
05/17/2021,22:00:00,22
05/17/2021,23:00:00,21
05/18/2021,00:00:00,21
05/18/2021,01:00:00,20.2
05/18/2021,02:00:00,20
05/18/2021,03:00:00,19.5
05/18/2021,04:00:00,19
05/18/2021,05:00:00,18.7
05/18/2021,06:00:00,19.5
05/18/2021,07:00:00,21.3
05/18/2021,08:00:00,22
05/18/2021,09:00:00,24.2
05/18/2021,10:00:00,26
05/18/2021,11:00:00,27
05/18/2021,12:00:00,28
05/18/2021,13:00:00,29
05/18/2021,14:00:00,29
05/18/2021,15:00:00,28.9
05/18/2021,16:00:00,27
05/18/2021,17:00:00,26
05/18/2021,18:00:00,24.8
05/18/2021,19:00:00,23.8
05/18/2021,20:00:00,23.6
05/18/2021,21:00:00,22.8
05/18/2021,22:00:00,22
05/18/2021,23:00:00,21.8
05/19/2021,00:00:00,21.8
05/19/2021,01:00:00,21.8
05/19/2021,02:00:00,21.1
05/19/2021,03:00:00,21.5
05/19/2021,04:00:00,21.5
05/19/2021,05:00:00,21.1
05/19/2021,06:00:00,21.5
05/19/2021,07:00:00,22.8
05/19/2021,08:00:00,23.8
05/19/2021,09:00:00,24.7
05/19/2021,10:00:00,25.4
05/19/2021,11:00:00,26.8
05/19/2021,12:00:00,26.8
05/19/2021,13:00:00,26.6
05/19/2021,14:00:00,26
05/19/2021,15:00:00,25.8
05/19/2021,16:00:00,25.6
05/19/2021,17:00:00,24.8
05/19/2021,18:00:00,23.6
05/19/2021,19:00:00,22.8
05/19/2021,20:00:00,22.8
05/19/2021,21:00:00,22.1
05/19/2021,22:00:00,21.8
05/19/2021,23:00:00,21.8
05/20/2021,00:00:00,21.2
05/20/2021,01:00:00,21
05/20/2021,02:00:00,21
05/20/2021,03:00:00,20.6
05/20/2021,04:00:00,20.5
05/20/2021,05:00:00,20.6
05/20/2021,06:00:00,21
05/20/2021,07:00:00,22.4
05/20/2021,08:00:00,24.2
05/20/2021,09:00:00,24.8
05/20/2021,10:00:00,26
05/20/2021,11:00:00,26.8
05/20/2021,12:00:00,27.6
05/20/2021,13:00:00,28
05/20/2021,14:00:00,28
05/20/2021,15:00:00,27.8
05/20/2021,16:00:00,27.4
05/20/2021,17:00:00,25.8
05/20/2021,18:00:00,24.8
05/20/2021,19:00:00,23.8
05/20/2021,20:00:00,22.8
05/20/2021,21:00:00,22.6
05/20/2021,22:00:00,21.8
05/20/2021,23:00:00,21.8
05/21/2021,00:00:00,21.2
05/21/2021,01:00:00,21.2
05/21/2021,02:00:00,21.5
05/21/2021,03:00:00,21.6
05/21/2021,04:00:00,21.7
05/21/2021,05:00:00,21.6
05/21/2021,06:00:00,21.6
05/21/2021,07:00:00,21.8
05/21/2021,08:00:00,22.2
05/21/2021,09:00:00,22.8
05/21/2021,10:00:00,23.8
05/21/2021,11:00:00,23
05/21/2021,12:00:00,24.2
05/21/2021,13:00:00,23.3
05/21/2021,14:00:00,25
05/21/2021,15:00:00,24.6
05/21/2021,16:00:00,24.6
05/21/2021,17:00:00,23.8
05/21/2021,18:00:00,23.6
05/21/2021,19:00:00,22.8
05/21/2021,20:00:00,22.6
05/21/2021,21:00:00,21.8
05/21/2021,22:00:00,21.8
05/21/2021,23:00:00,21.8
05/22/2021,00:00:00,21.6
05/22/2021,01:00:00,21
05/22/2021,02:00:00,21
05/22/2021,03:00:00,21.1
05/22/2021,04:00:00,21.1
05/22/2021,05:00:00,20.6
05/22/2021,06:00:00,21.1
05/22/2021,07:00:00,22.6
05/22/2021,08:00:00,23.8
05/22/2021,09:00:00,24.9
05/22/2021,10:00:00,26.4
05/22/2021,11:00:00,26.6
05/22/2021,12:00:00,27.6
05/22/2021,13:00:00,27.4
05/22/2021,14:00:00,27.2
05/22/2021,15:00:00,27.6
05/22/2021,16:00:00,26.6
05/22/2021,17:00:00,25.6
05/22/2021,18:00:00,23.8
05/22/2021,19:00:00,22.6
05/22/2021,20:00:00,22
05/22/2021,21:00:00,21.3
05/22/2021,22:00:00,20.5
05/22/2021,23:00:00,20.3
05/23/2021,00:00:00,19.5
05/23/2021,01:00:00,20
05/23/2021,02:00:00,20.1
05/23/2021,03:00:00,19.6
05/23/2021,04:00:00,20.1
05/23/2021,05:00:00,20.5
05/23/2021,06:00:00,20.5
05/23/2021,07:00:00,21.6
05/23/2021,08:00:00,23
05/23/2021,09:00:00,24.8
05/23/2021,10:00:00,25.8
05/23/2021,11:00:00,26.8
05/23/2021,12:00:00,26.6
05/23/2021,13:00:00,26.6
05/23/2021,14:00:00,26.8
05/23/2021,15:00:00,26.8
05/23/2021,16:00:00,26.6
05/23/2021,17:00:00,25.6
05/23/2021,18:00:00,24.6
05/23/2021,19:00:00,23.2
05/23/2021,20:00:00,22.8
05/23/2021,21:00:00,22.2
05/23/2021,22:00:00,22
05/23/2021,23:00:00,22
05/24/2021,00:00:00,22
05/24/2021,01:00:00,21.8
05/24/2021,02:00:00,21.6
05/24/2021,03:00:00,21.6
05/24/2021,04:00:00,21.5
05/24/2021,05:00:00,21.1
05/24/2021,06:00:00,21.5
05/24/2021,07:00:00,22
05/24/2021,08:00:00,24
05/24/2021,09:00:00,25.2
05/24/2021,10:00:00,26.6
05/24/2021,11:00:00,27
05/24/2021,12:00:00,28.8
05/24/2021,13:00:00,28.6
05/24/2021,14:00:00,28.2
05/24/2021,15:00:00,28.4
05/24/2021,16:00:00,26.6
05/24/2021,17:00:00,24.8
05/24/2021,18:00:00,23.8
05/24/2021,19:00:00,22.8
05/24/2021,20:00:00,22
05/24/2021,21:00:00,21.8
05/24/2021,22:00:00,21.8
05/24/2021,23:00:00,21.8
05/25/2021,00:00:00,20.5
05/25/2021,01:00:00,21
05/25/2021,02:00:00,20.6
05/25/2021,03:00:00,20.5
05/25/2021,04:00:00,20.1
05/25/2021,05:00:00,20.1
05/25/2021,06:00:00,20.1
05/25/2021,07:00:00,21.4
05/25/2021,08:00:00,23.2
05/25/2021,09:00:00,25
05/25/2021,10:00:00,26
05/25/2021,11:00:00,26.8
05/25/2021,12:00:00,27.4
05/25/2021,13:00:00,28.6
05/25/2021,14:00:00,27.4
05/25/2021,15:00:00,27.5
05/25/2021,16:00:00,27.1
05/25/2021,17:00:00,25.6
05/25/2021,18:00:00,24.6
05/25/2021,19:00:00,23
05/25/2021,20:00:00,22.8
05/25/2021,21:00:00,22.1
05/25/2021,22:00:00,22
05/25/2021,23:00:00,22
05/26/2021,00:00:00,22
05/26/2021,01:00:00,22
05/26/2021,02:00:00,21.6
05/26/2021,03:00:00,21.5
05/26/2021,04:00:00,21.1
05/26/2021,05:00:00,21
05/26/2021,06:00:00,21.5
05/26/2021,07:00:00,22
05/26/2021,08:00:00,23.4
05/26/2021,09:00:00,25
05/26/2021,10:00:00,27.6
05/26/2021,11:00:00,27.3
05/26/2021,12:00:00,28.6
05/26/2021,13:00:00,28.6
05/26/2021,14:00:00,27.8
05/26/2021,15:00:00,28.1
05/26/2021,16:00:00,26.8
05/26/2021,17:00:00,25.6
05/26/2021,18:00:00,24
05/26/2021,19:00:00,23
05/26/2021,20:00:00,22.8
05/26/2021,21:00:00,22.5
05/26/2021,22:00:00,22
05/26/2021,23:00:00,21.6
05/27/2021,00:00:00,21
05/27/2021,01:00:00,21
05/27/2021,02:00:00,21.1
05/27/2021,03:00:00,21
05/27/2021,04:00:00,21
05/27/2021,05:00:00,20.6
05/27/2021,06:00:00,21
05/27/2021,07:00:00,21.8
05/27/2021,08:00:00,21.6
05/27/2021,09:00:00,22
05/27/2021,10:00:00,22.8
05/27/2021,11:00:00,23.8
05/27/2021,12:00:00,23
05/27/2021,13:00:00,23
05/27/2021,14:00:00,25.1
05/27/2021,15:00:00,25.6
05/27/2021,16:00:00,22.3
05/27/2021,17:00:00,21.8
05/27/2021,18:00:00,21.8
05/27/2021,19:00:00,21.8
05/27/2021,20:00:00,21.8
05/27/2021,21:00:00,21.1
05/27/2021,22:00:00,20.8
05/27/2021,23:00:00,20.8
05/28/2021,00:00:00,20.6
05/28/2021,01:00:00,20.8
05/28/2021,02:00:00,20.5
05/28/2021,03:00:00,20.5
05/28/2021,04:00:00,20.5
05/28/2021,05:00:00,20.6
05/28/2021,06:00:00,20.6
05/28/2021,07:00:00,21.8
05/28/2021,08:00:00,22.2
05/28/2021,09:00:00,23.7
05/28/2021,10:00:00,25.8
05/28/2021,11:00:00,25.8
05/28/2021,12:00:00,26.4
05/28/2021,13:00:00,26
05/28/2021,14:00:00,26.4
05/28/2021,15:00:00,24.6
05/28/2021,16:00:00,23.8
05/28/2021,17:00:00,23.1
05/28/2021,18:00:00,21.8
05/28/2021,19:00:00,21.6
05/28/2021,20:00:00,21.6
05/28/2021,21:00:00,20.8
05/28/2021,22:00:00,20.8
05/28/2021,23:00:00,20.8
05/29/2021,00:00:00,20.8
05/29/2021,01:00:00,21
05/29/2021,02:00:00,20.6
05/29/2021,03:00:00,20.5
05/29/2021,04:00:00,20.5
05/29/2021,05:00:00,20.1
05/29/2021,06:00:00,20.5
05/29/2021,07:00:00,21.3
05/29/2021,08:00:00,22.8
05/29/2021,09:00:00,24
05/29/2021,10:00:00,25
05/29/2021,11:00:00,26.4
05/29/2021,12:00:00,25.6
05/29/2021,13:00:00,25.6
05/29/2021,14:00:00,26
05/29/2021,15:00:00,26.5
05/29/2021,16:00:00,26.4
05/29/2021,17:00:00,24.6
05/29/2021,18:00:00,23.3
05/29/2021,19:00:00,22.3
05/29/2021,20:00:00,22
05/29/2021,21:00:00,22
05/29/2021,22:00:00,21
05/29/2021,23:00:00,20.3
05/30/2021,00:00:00,20.4
05/30/2021,01:00:00,20.3
05/30/2021,02:00:00,20.1
05/30/2021,03:00:00,19.6
05/30/2021,04:00:00,19.1
05/30/2021,05:00:00,19.1
05/30/2021,06:00:00,19.5
05/30/2021,07:00:00,21.3
05/30/2021,08:00:00,23
05/30/2021,09:00:00,24.7
05/30/2021,10:00:00,25.3
05/30/2021,11:00:00,26.1
05/30/2021,12:00:00,26
05/30/2021,13:00:00,23.9
05/30/2021,14:00:00,26.5
05/30/2021,15:00:00,26.8
05/30/2021,16:00:00,25.8
05/30/2021,17:00:00,24
05/30/2021,18:00:00,23
05/30/2021,19:00:00,22.4
05/30/2021,20:00:00,22.8
05/30/2021,21:00:00,22.8
05/30/2021,22:00:00,22
05/30/2021,23:00:00,22
05/31/2021,00:00:00,21.8
05/31/2021,01:00:00,21.6
05/31/2021,02:00:00,20.6
05/31/2021,03:00:00,20.6
05/31/2021,04:00:00,20.6
05/31/2021,05:00:00,20.5
05/31/2021,06:00:00,20.6
05/31/2021,07:00:00,21
05/31/2021,08:00:00,23
05/31/2021,09:00:00,24
05/31/2021,10:00:00,25.6
05/31/2021,11:00:00,22.6
05/31/2021,12:00:00,24.8
05/31/2021,13:00:00,23.9
05/31/2021,14:00:00,24
05/31/2021,15:00:00,25
05/31/2021,16:00:00,24.7
05/31/2021,17:00:00,22.8
05/31/2021,18:00:00,22.8
05/31/2021,19:00:00,22
05/31/2021,20:00:00,22
05/31/2021,21:00:00,21.8
05/31/2021,22:00:00,21.6
05/31/2021,23:00:00,20.8
06/01/2021,00:00:00,20.8
06/01/2021,01:00:00,20.8
06/01/2021,02:00:00,20.6
06/01/2021,03:00:00,20.6
06/01/2021,04:00:00,20.6
06/01/2021,05:00:00,21
06/01/2021,06:00:00,21.1
06/01/2021,07:00:00,22
06/01/2021,08:00:00,23.6
06/01/2021,09:00:00,24.7
06/01/2021,10:00:00,26
06/01/2021,11:00:00,26
06/01/2021,12:00:00,26
06/01/2021,13:00:00,25
06/01/2021,14:00:00,26
06/01/2021,15:00:00,25
06/01/2021,16:00:00,25
06/01/2021,17:00:00,24
06/01/2021,18:00:00,23
06/01/2021,19:00:00,23
06/01/2021,20:00:00,23
06/01/2021,21:00:00,21
06/01/2021,22:00:00,21
06/01/2021,23:00:00,20
06/02/2021,00:00:00,20
06/02/2021,01:00:00,20
06/02/2021,02:00:00,
06/02/2021,03:00:00,
06/02/2021,04:00:00,
06/02/2021,05:00:00,
06/02/2021,06:00:00,
06/02/2021,07:00:00,21
06/02/2021,08:00:00,23
06/02/2021,09:00:00,23.9
06/02/2021,10:00:00,26
06/02/2021,11:00:00,26.6
06/02/2021,12:00:00,27
06/02/2021,13:00:00,27.6
06/02/2021,14:00:00,27.8
06/02/2021,15:00:00,27.9
06/02/2021,16:00:00,26.6
06/02/2021,17:00:00,25.6
06/02/2021,18:00:00,23.8
06/02/2021,19:00:00,23
06/02/2021,20:00:00,22.6
06/02/2021,21:00:00,21.8
06/02/2021,22:00:00,21.8
06/02/2021,23:00:00,21
06/03/2021,00:00:00,20.2
06/03/2021,01:00:00,20
06/03/2021,02:00:00,20
06/03/2021,03:00:00,20
06/03/2021,04:00:00,20.1
06/03/2021,05:00:00,19.6
06/03/2021,06:00:00,20
06/03/2021,07:00:00,21.2
06/03/2021,08:00:00,23.4
06/03/2021,09:00:00,24.3
06/03/2021,10:00:00,25.8
06/03/2021,11:00:00,26.4
06/03/2021,12:00:00,26
06/03/2021,13:00:00,25.8
06/03/2021,14:00:00,26
06/03/2021,15:00:00,27.2
06/03/2021,16:00:00,26.4
06/03/2021,17:00:00,25.4
06/03/2021,18:00:00,24
06/03/2021,19:00:00,23
06/03/2021,20:00:00,22.8
06/03/2021,21:00:00,21.8
06/03/2021,22:00:00,21.8
06/03/2021,23:00:00,21.8
06/04/2021,00:00:00,21.8
06/04/2021,01:00:00,20.8
06/04/2021,02:00:00,19.6
06/04/2021,03:00:00,20.1
06/04/2021,04:00:00,20.1
06/04/2021,05:00:00,20.1
06/04/2021,06:00:00,20.1
06/04/2021,07:00:00,21
06/04/2021,08:00:00,22.6
06/04/2021,09:00:00,22
06/04/2021,10:00:00,22.3
06/04/2021,11:00:00,25.6
06/04/2021,12:00:00,26.6
06/04/2021,13:00:00,27.4
06/04/2021,14:00:00,27.2
06/04/2021,15:00:00,27.1
06/04/2021,16:00:00,26.3
06/04/2021,17:00:00,24.6
06/04/2021,18:00:00,23
06/04/2021,19:00:00,22.2
06/04/2021,20:00:00,21.4
06/04/2021,21:00:00,20.5
06/04/2021,22:00:00,20.4
06/04/2021,23:00:00,20.3
06/05/2021,00:00:00,20
06/05/2021,01:00:00,20
06/05/2021,02:00:00,19.2
06/05/2021,03:00:00,19.5
06/05/2021,04:00:00,19.2
06/05/2021,05:00:00,19.1
06/05/2021,06:00:00,19.6
06/05/2021,07:00:00,21
06/05/2021,08:00:00,22.6
06/05/2021,09:00:00,23.9
06/05/2021,10:00:00,25.8
06/05/2021,11:00:00,27
06/05/2021,12:00:00,26.8
06/05/2021,13:00:00,28
06/05/2021,14:00:00,28
06/05/2021,15:00:00,27.8
06/05/2021,16:00:00,26.6
06/05/2021,17:00:00,25.4
06/05/2021,18:00:00,23.8
06/05/2021,19:00:00,22.8
06/05/2021,20:00:00,22
06/05/2021,21:00:00,21.5
06/05/2021,22:00:00,21.8
06/05/2021,23:00:00,21.6
06/06/2021,00:00:00,21
06/06/2021,01:00:00,21
06/06/2021,02:00:00,20.6
06/06/2021,03:00:00,20.6
06/06/2021,04:00:00,20.6
06/06/2021,05:00:00,20.5
06/06/2021,06:00:00,20.1
06/06/2021,07:00:00,20
06/06/2021,08:00:00,21
06/06/2021,09:00:00,22
06/06/2021,10:00:00,23.8
06/06/2021,11:00:00,25
06/06/2021,12:00:00,25.8
06/06/2021,13:00:00,24.6
06/06/2021,14:00:00,24.1
06/06/2021,15:00:00,23.8
06/06/2021,16:00:00,23.6
06/06/2021,17:00:00,23
06/06/2021,18:00:00,22.8
06/06/2021,19:00:00,21.6
06/06/2021,20:00:00,21.8
06/06/2021,21:00:00,21.8
06/06/2021,22:00:00,21.8
06/06/2021,23:00:00,21.8
06/07/2021,00:00:00,21.6
06/07/2021,01:00:00,21.6
06/07/2021,02:00:00,21
06/07/2021,03:00:00,20.6
06/07/2021,04:00:00,20.6
06/07/2021,05:00:00,20.6
06/07/2021,06:00:00,21
06/07/2021,07:00:00,21.8
06/07/2021,08:00:00,22.8
06/07/2021,09:00:00,23.6
06/07/2021,10:00:00,24.6
06/07/2021,11:00:00,24.8
06/07/2021,12:00:00,24.8
06/07/2021,13:00:00,25.6
06/07/2021,14:00:00,25.6
06/07/2021,15:00:00,25.8
06/07/2021,16:00:00,25.2
06/07/2021,17:00:00,23.8
06/07/2021,18:00:00,23.6
06/07/2021,19:00:00,22.6
06/07/2021,20:00:00,22
06/07/2021,21:00:00,21.8
06/07/2021,22:00:00,21.8
06/07/2021,23:00:00,21
06/08/2021,00:00:00,21
06/08/2021,01:00:00,21
06/08/2021,02:00:00,21
06/08/2021,03:00:00,20.6
06/08/2021,04:00:00,21
06/08/2021,05:00:00,20.6
06/08/2021,06:00:00,21.1
06/08/2021,07:00:00,22
06/08/2021,08:00:00,23.2
06/08/2021,09:00:00,25
06/08/2021,10:00:00,25.2
06/08/2021,11:00:00,26.8
06/08/2021,12:00:00,26.8
06/08/2021,13:00:00,28
06/08/2021,14:00:00,28.4
06/08/2021,15:00:00,28.4
06/08/2021,16:00:00,26.4
06/08/2021,17:00:00,24.6
06/08/2021,18:00:00,23.6
06/08/2021,19:00:00,22.8
06/08/2021,20:00:00,22.4
06/08/2021,21:00:00,21.8
06/08/2021,22:00:00,21.8
06/08/2021,23:00:00,21.6
06/09/2021,00:00:00,21
06/09/2021,01:00:00,21
06/09/2021,02:00:00,20.6
06/09/2021,03:00:00,20.6
06/09/2021,04:00:00,20.6
06/09/2021,05:00:00,20.1
06/09/2021,06:00:00,20.6
06/09/2021,07:00:00,21.8
06/09/2021,08:00:00,23.4
06/09/2021,09:00:00,24
06/09/2021,10:00:00,24.6
06/09/2021,11:00:00,25.8
06/09/2021,12:00:00,27.6
06/09/2021,13:00:00,27.2
06/09/2021,14:00:00,27.6
06/09/2021,15:00:00,26.6
06/09/2021,16:00:00,26.6
06/09/2021,17:00:00,24.6
06/09/2021,18:00:00,23.8
06/09/2021,19:00:00,22.6
06/09/2021,20:00:00,22
06/09/2021,21:00:00,21.8
06/09/2021,22:00:00,21
06/09/2021,23:00:00,20.4
06/10/2021,00:00:00,20.2
06/10/2021,01:00:00,19.8
06/10/2021,02:00:00,19.6
06/10/2021,03:00:00,18.2
06/10/2021,04:00:00,19.5
06/10/2021,05:00:00,19.5
06/10/2021,06:00:00,20
06/10/2021,07:00:00,21.2
