nome,data,hora,potencia,
Pow-AC1Triunfo,05/25/2021,13:00:00,1865,6699892588615;0;0;1865
Pow-AC1Triunfo,05/25/2021,14:00:00,1875,9118918918919;0;0;1875
Pow-AC1Triunfo,05/25/2021,15:00:00,1726,8632516703788;0;0;1726
Pow-AC1Triunfo,05/25/2021,16:00:00,1604,3450628140702;0;0;1604
Pow-AC1Triunfo,05/25/2021,17:00:00,154,26983695652174;0;0;154
Pow-AC1Triunfo,05/25/2021,18:00:00,0,
Pow-AC1Triunfo,05/25/2021,19:00:00,0,
Pow-AC1Triunfo,05/25/2021,20:00:00,0,
Pow-AC1Triunfo,05/25/2021,21:00:00,0,
Pow-AC1Triunfo,05/25/2021,22:00:00,0,
Pow-AC1Triunfo,05/25/2021,23:00:00,0,
Pow-AC1Triunfo,05/26/2021,00:00:00,0,
Pow-AC1Triunfo,05/26/2021,01:00:00,0,
Pow-AC1Triunfo,05/26/2021,02:00:00,0,
Pow-AC1Triunfo,05/26/2021,03:00:00,0,
Pow-AC1Triunfo,05/26/2021,04:00:00,0,
Pow-AC1Triunfo,05/26/2021,05:00:00,0,
Pow-AC1Triunfo,05/26/2021,06:00:00,0,
Pow-AC1Triunfo,05/26/2021,07:00:00,0,
Pow-AC1Triunfo,05/26/2021,08:00:00,1434,9037404580151;0;0;1434
Pow-AC1Triunfo,05/26/2021,09:00:00,1806,2866087962962;0;0;1806
Pow-AC1Triunfo,05/26/2021,10:00:00,1817,1426733921817;0;0;1817
Pow-AC1Triunfo,05/26/2021,11:00:00,1655,2163237311386;0;0;1655
Pow-AC1Triunfo,05/26/2021,12:00:00,0,
Pow-AC1Triunfo,05/26/2021,13:00:00,0,
Pow-AC1Triunfo,05/26/2021,14:00:00,0,
Pow-AC1Triunfo,05/26/2021,15:00:00,0,
Pow-AC1Triunfo,05/26/2021,16:00:00,0,
Pow-AC1Triunfo,05/26/2021,17:00:00,0,
Pow-AC1Triunfo,05/26/2021,18:00:00,0,
Pow-AC1Triunfo,05/26/2021,19:00:00,0,
Pow-AC1Triunfo,05/26/2021,20:00:00,0,
Pow-AC1Triunfo,05/26/2021,21:00:00,0,
Pow-AC1Triunfo,05/26/2021,22:00:00,0,
Pow-AC1Triunfo,05/26/2021,23:00:00,0,
Pow-AC1Triunfo,05/27/2021,00:00:00,0,
Pow-AC1Triunfo,05/27/2021,01:00:00,0,
Pow-AC1Triunfo,05/27/2021,02:00:00,0,
Pow-AC1Triunfo,05/27/2021,03:00:00,0,
Pow-AC1Triunfo,05/27/2021,04:00:00,0,
Pow-AC1Triunfo,05/27/2021,05:00:00,0,
Pow-AC1Triunfo,05/27/2021,06:00:00,0,
Pow-AC1Triunfo,05/27/2021,07:00:00,0,
Pow-AC1Triunfo,05/27/2021,08:00:00,0,
Pow-AC1Triunfo,05/27/2021,09:00:00,0,
Pow-AC1Triunfo,05/27/2021,10:00:00,0,
Pow-AC1Triunfo,05/27/2021,11:00:00,0,
Pow-AC1Triunfo,05/27/2021,12:00:00,0,
Pow-AC1Triunfo,05/27/2021,13:00:00,0,
Pow-AC1Triunfo,05/27/2021,14:00:00,0,
Pow-AC1Triunfo,05/27/2021,15:00:00,0,
Pow-AC1Triunfo,05/27/2021,16:00:00,0,
Pow-AC1Triunfo,05/27/2021,17:00:00,0,
Pow-AC1Triunfo,05/27/2021,18:00:00,0,
Pow-AC1Triunfo,05/27/2021,19:00:00,0,
Pow-AC1Triunfo,05/27/2021,20:00:00,0,
Pow-AC1Triunfo,05/27/2021,21:00:00,0,
Pow-AC1Triunfo,05/27/2021,22:00:00,0,
Pow-AC1Triunfo,05/27/2021,23:00:00,0,
Pow-AC1Triunfo,05/28/2021,00:00:00,0,
Pow-AC1Triunfo,05/28/2021,01:00:00,0,
Pow-AC1Triunfo,05/28/2021,02:00:00,0,
Pow-AC1Triunfo,05/28/2021,03:00:00,0,
Pow-AC1Triunfo,05/28/2021,04:00:00,0,
Pow-AC1Triunfo,05/28/2021,05:00:00,0,
Pow-AC1Triunfo,05/28/2021,06:00:00,0,
Pow-AC1Triunfo,05/28/2021,07:00:00,0,
Pow-AC1Triunfo,05/28/2021,08:00:00,0,
Pow-AC1Triunfo,05/28/2021,09:00:00,0,
Pow-AC1Triunfo,05/28/2021,10:00:00,0,
Pow-AC1Triunfo,05/28/2021,11:00:00,0,
Pow-AC1Triunfo,05/28/2021,12:00:00,0,
Pow-AC1Triunfo,05/28/2021,13:00:00,0,
Pow-AC1Triunfo,05/28/2021,14:00:00,0,
Pow-AC1Triunfo,05/28/2021,15:00:00,0,
Pow-AC1Triunfo,05/28/2021,16:00:00,0,
Pow-AC1Triunfo,05/28/2021,17:00:00,0,
Pow-AC1Triunfo,05/28/2021,18:00:00,0,
Pow-AC1Triunfo,05/28/2021,19:00:00,0,
Pow-AC1Triunfo,05/28/2021,20:00:00,0,
Pow-AC1Triunfo,05/28/2021,21:00:00,0,
Pow-AC1Triunfo,05/28/2021,22:00:00,0,
Pow-AC1Triunfo,05/28/2021,23:00:00,0,
Pow-AC1Triunfo,05/29/2021,00:00:00,0,
Pow-AC1Triunfo,05/29/2021,01:00:00,0,
Pow-AC1Triunfo,05/29/2021,02:00:00,0,
Pow-AC1Triunfo,05/29/2021,03:00:00,0,
Pow-AC1Triunfo,05/29/2021,04:00:00,0,
Pow-AC1Triunfo,05/29/2021,05:00:00,0,
Pow-AC1Triunfo,05/29/2021,06:00:00,0,
Pow-AC1Triunfo,05/29/2021,07:00:00,0,
Pow-AC1Triunfo,05/29/2021,08:00:00,0,
Pow-AC1Triunfo,05/29/2021,09:00:00,0,
Pow-AC1Triunfo,05/29/2021,10:00:00,0,
Pow-AC1Triunfo,05/29/2021,11:00:00,0,
Pow-AC1Triunfo,05/29/2021,12:00:00,0,
Pow-AC1Triunfo,05/29/2021,13:00:00,0,
Pow-AC1Triunfo,05/29/2021,14:00:00,0,
Pow-AC1Triunfo,05/29/2021,15:00:00,0,
Pow-AC1Triunfo,05/29/2021,16:00:00,0,
Pow-AC1Triunfo,05/29/2021,17:00:00,0,
Pow-AC1Triunfo,05/29/2021,18:00:00,0,
Pow-AC1Triunfo,05/29/2021,19:00:00,0,
Pow-AC1Triunfo,05/29/2021,20:00:00,0,
Pow-AC1Triunfo,05/29/2021,21:00:00,0,
Pow-AC1Triunfo,05/29/2021,22:00:00,0,
Pow-AC1Triunfo,05/29/2021,23:00:00,0,
Pow-AC1Triunfo,05/30/2021,00:00:00,0,
Pow-AC1Triunfo,05/30/2021,01:00:00,0,
Pow-AC1Triunfo,05/30/2021,02:00:00,0,
Pow-AC1Triunfo,05/30/2021,03:00:00,0,
Pow-AC1Triunfo,05/30/2021,04:00:00,0,
Pow-AC1Triunfo,05/30/2021,05:00:00,0,
Pow-AC1Triunfo,05/30/2021,06:00:00,0,
Pow-AC1Triunfo,05/30/2021,07:00:00,0,
Pow-AC1Triunfo,05/30/2021,08:00:00,0,
Pow-AC1Triunfo,05/30/2021,09:00:00,0,
Pow-AC1Triunfo,05/30/2021,10:00:00,0,
Pow-AC1Triunfo,05/30/2021,11:00:00,0,
Pow-AC1Triunfo,05/30/2021,12:00:00,0,
Pow-AC1Triunfo,05/30/2021,13:00:00,0,
Pow-AC1Triunfo,05/30/2021,14:00:00,0,
Pow-AC1Triunfo,05/30/2021,15:00:00,0,
Pow-AC1Triunfo,05/30/2021,16:00:00,0,
Pow-AC1Triunfo,05/30/2021,17:00:00,0,
Pow-AC1Triunfo,05/30/2021,18:00:00,0,
Pow-AC1Triunfo,05/30/2021,19:00:00,0,
Pow-AC1Triunfo,05/30/2021,20:00:00,0,
Pow-AC1Triunfo,05/30/2021,21:00:00,0,
Pow-AC1Triunfo,05/30/2021,22:00:00,0,
Pow-AC1Triunfo,05/30/2021,23:00:00,0,
Pow-AC1Triunfo,05/31/2021,00:00:00,0,
Pow-AC1Triunfo,05/31/2021,01:00:00,0,
Pow-AC1Triunfo,05/31/2021,02:00:00,0,
Pow-AC1Triunfo,05/31/2021,03:00:00,0,
Pow-AC1Triunfo,05/31/2021,04:00:00,0,
Pow-AC1Triunfo,05/31/2021,05:00:00,0,
Pow-AC1Triunfo,05/31/2021,06:00:00,0,
Pow-AC1Triunfo,05/31/2021,07:00:00,0,
Pow-AC1Triunfo,05/31/2021,08:00:00,1536,3345862884162;0;0;1536
Pow-AC1Triunfo,05/31/2021,09:00:00,1812,8282947624848;0;0;1812
Pow-AC1Triunfo,05/31/2021,10:00:00,1745,4747526041667;0;0;1745
Pow-AC1Triunfo,05/31/2021,11:00:00,1548,5099013157894;0;0;1548
Pow-AC1Triunfo,05/31/2021,12:00:00,1490,0237972508592;0;0;1490
Pow-AC1Triunfo,05/31/2021,13:00:00,1024,174043392505;0;0;1024
Pow-AC1Triunfo,05/31/2021,14:00:00,1611,0243125000002;0;0;1611
Pow-AC1Triunfo,06/01/2021,07:00:00,0,
Pow-AC1Triunfo,06/01/2021,08:00:00,1492,320557142857;0;0;1492
Pow-AC1Triunfo,06/01/2021,09:00:00,1832,6401756756757;0;0;1832
Pow-AC1Triunfo,06/01/2021,10:00:00,1847,3248335552596;0;0;1847
Pow-AC1Triunfo,06/01/2021,11:00:00,1850,586211340206;0;0;1850
Pow-AC1Triunfo,06/01/2021,12:00:00,1836,4013892365456;0;0;1836
Pow-AC1Triunfo,06/01/2021,13:00:00,1791,7747682119204;0;0;1791
Pow-AC1Triunfo,06/01/2021,14:00:00,800,4715454545454;0;0;800
Pow-AC1Triunfo,06/01/2021,15:00:00,1005,3822148541113;0;0;1005
Pow-AC1Triunfo,06/01/2021,16:00:00,945,1906721536351;0;0;945
Pow-AC1Triunfo,06/01/2021,17:00:00,930,886162962963;0;0;930
Pow-AC1Triunfo,06/01/2021,18:00:00,0,
Pow-AC1Triunfo,06/01/2021,19:00:00,0,
Pow-AC1Triunfo,06/01/2021,20:00:00,0,
Pow-AC1Triunfo,06/01/2021,21:00:00,0,
Pow-AC1Triunfo,06/01/2021,22:00:00,0,
Pow-AC1Triunfo,06/01/2021,23:00:00,0,
Pow-AC1Triunfo,06/02/2021,00:00:00,0,
Pow-AC1Triunfo,06/02/2021,01:00:00,0,
Pow-AC1Triunfo,06/02/2021,02:00:00,0,
Pow-AC1Triunfo,06/02/2021,03:00:00,0,
Pow-AC1Triunfo,06/02/2021,04:00:00,0,
Pow-AC1Triunfo,06/02/2021,05:00:00,0,
Pow-AC1Triunfo,06/02/2021,06:00:00,0,
Pow-AC1Triunfo,06/02/2021,07:00:00,0,
Pow-AC1Triunfo,06/02/2021,08:00:00,923,2038427299703;0;0;923
Pow-AC1Triunfo,06/02/2021,09:00:00,1744,4822411693056;0;0;1744
Pow-AC1Triunfo,06/02/2021,10:00:00,1782,4654451612903;0;0;1782
Pow-AC1Triunfo,06/02/2021,11:00:00,1801,024519230769;0;0;1801
Pow-AC1Triunfo,06/02/2021,12:00:00,1850,823368176539;0;0;1850
Pow-AC1Triunfo,06/02/2021,13:00:00,1846,9818550106609;0;0;1846
Pow-AC1Triunfo,06/02/2021,14:00:00,1833,6037199124728;0;0;1833
Pow-AC1Triunfo,06/02/2021,15:00:00,360,28853615520285;0;0;360
Pow-AC1Triunfo,06/02/2021,16:00:00,0,
Pow-AC1Triunfo,06/02/2021,17:00:00,0,
Pow-AC1Triunfo,06/02/2021,18:00:00,0,
Pow-AC1Triunfo,06/02/2021,19:00:00,0,
Pow-AC1Triunfo,06/02/2021,20:00:00,0,
Pow-AC1Triunfo,06/02/2021,21:00:00,0,
Pow-AC1Triunfo,06/02/2021,22:00:00,0,
Pow-AC1Triunfo,06/02/2021,23:00:00,0,
Pow-AC1Triunfo,06/03/2021,00:00:00,0,
Pow-AC1Triunfo,06/03/2021,01:00:00,0,
Pow-AC1Triunfo,06/03/2021,02:00:00,0,
Pow-AC1Triunfo,06/03/2021,03:00:00,0,
Pow-AC1Triunfo,06/03/2021,04:00:00,0,
Pow-AC1Triunfo,06/03/2021,05:00:00,0,
Pow-AC1Triunfo,06/03/2021,06:00:00,0,
Pow-AC1Triunfo,06/03/2021,07:00:00,0,
Pow-AC1Triunfo,06/03/2021,08:00:00,0,
Pow-AC1Triunfo,06/03/2021,09:00:00,0,
Pow-AC1Triunfo,06/03/2021,10:00:00,0,
Pow-AC1Triunfo,06/03/2021,11:00:00,0,
Pow-AC1Triunfo,06/03/2021,12:00:00,0,
Pow-AC1Triunfo,06/03/2021,13:00:00,0,
Pow-AC1Triunfo,06/03/2021,14:00:00,0,
Pow-AC1Triunfo,06/03/2021,15:00:00,0,
Pow-AC1Triunfo,06/03/2021,16:00:00,0,
Pow-AC1Triunfo,06/03/2021,17:00:00,0,
Pow-AC1Triunfo,06/03/2021,18:00:00,0,
Pow-AC1Triunfo,06/03/2021,19:00:00,0,
Pow-AC1Triunfo,06/03/2021,20:00:00,0,
Pow-AC1Triunfo,06/03/2021,21:00:00,0,
Pow-AC1Triunfo,06/03/2021,22:00:00,0,
Pow-AC1Triunfo,06/03/2021,23:00:00,0,
Pow-AC1Triunfo,06/04/2021,00:00:00,0,
Pow-AC1Triunfo,06/04/2021,01:00:00,0,
Pow-AC1Triunfo,06/04/2021,02:00:00,0,
Pow-AC1Triunfo,06/04/2021,03:00:00,0,
Pow-AC1Triunfo,06/04/2021,04:00:00,0,
Pow-AC1Triunfo,06/04/2021,05:00:00,0,
Pow-AC1Triunfo,06/04/2021,06:00:00,0,
Pow-AC1Triunfo,06/04/2021,07:00:00,0,
Pow-AC1Triunfo,06/04/2021,08:00:00,1509,6108839779006;0;0;1509
Pow-AC1Triunfo,06/04/2021,09:00:00,1716,2345100222715;0;0;1716
Pow-AC1Triunfo,06/04/2021,10:00:00,1801,2535228539577;0;0;1801
Pow-AC1Triunfo,06/04/2021,11:00:00,1836,9043434343434;0;0;1836
Pow-AC1Triunfo,06/04/2021,12:00:00,1902,3763573085846;0;0;1902
Pow-AC1Triunfo,06/04/2021,13:00:00,1891,125061043285;0;0;1891
Pow-AC1Triunfo,06/04/2021,14:00:00,1846,5193723404254;0;0;1846
Pow-AC1Triunfo,06/04/2021,15:00:00,633,4108749999999;0;0;633
Pow-AC1Triunfo,06/04/2021,16:00:00,805,0755425219942;0;0;805
Pow-AC1Triunfo,06/04/2021,17:00:00,275,04285429141714;0;0;275
Pow-AC1Triunfo,06/04/2021,18:00:00,0,
Pow-AC1Triunfo,06/04/2021,19:00:00,0,
Pow-AC1Triunfo,06/04/2021,20:00:00,0,
Pow-AC1Triunfo,06/04/2021,21:00:00,0,
Pow-AC1Triunfo,06/04/2021,22:00:00,0,
Pow-AC1Triunfo,06/04/2021,23:00:00,0,
Pow-AC1Triunfo,06/05/2021,00:00:00,0,
Pow-AC1Triunfo,06/05/2021,01:00:00,0,
Pow-AC1Triunfo,06/05/2021,02:00:00,0,
Pow-AC1Triunfo,06/05/2021,03:00:00,0,
Pow-AC1Triunfo,06/05/2021,04:00:00,0,
Pow-AC1Triunfo,06/05/2021,05:00:00,0,
Pow-AC1Triunfo,06/05/2021,06:00:00,0,
Pow-AC1Triunfo,06/05/2021,07:00:00,0,
Pow-AC1Triunfo,06/05/2021,08:00:00,912,4795268138802;0;0;912
Pow-AC1Triunfo,06/05/2021,09:00:00,1736,8910442260442;0;0;1736
Pow-AC1Triunfo,06/05/2021,10:00:00,1032,727530120482;0;0;1032
Pow-AC1Triunfo,06/05/2021,11:00:00,816,0833553719008;0;0;816
Pow-AC1Triunfo,06/05/2021,12:00:00,0,
Pow-AC1Triunfo,06/05/2021,13:00:00,0,
Pow-AC1Triunfo,06/05/2021,14:00:00,0,
Pow-AC1Triunfo,06/05/2021,15:00:00,0,
Pow-AC1Triunfo,06/05/2021,16:00:00,0,
Pow-AC1Triunfo,06/05/2021,17:00:00,0,
Pow-AC1Triunfo,06/05/2021,18:00:00,0,
Pow-AC1Triunfo,06/05/2021,19:00:00,0,
Pow-AC1Triunfo,06/05/2021,20:00:00,0,
Pow-AC1Triunfo,06/05/2021,21:00:00,0,
Pow-AC1Triunfo,06/05/2021,22:00:00,0,
Pow-AC1Triunfo,06/05/2021,23:00:00,0,
Pow-AC1Triunfo,06/06/2021,00:00:00,0,
Pow-AC1Triunfo,06/06/2021,01:00:00,0,
Pow-AC1Triunfo,06/06/2021,02:00:00,0,
Pow-AC1Triunfo,06/06/2021,03:00:00,0,
Pow-AC1Triunfo,06/06/2021,04:00:00,0,
Pow-AC1Triunfo,06/06/2021,05:00:00,0,
Pow-AC1Triunfo,06/06/2021,06:00:00,0,
Pow-AC1Triunfo,06/06/2021,07:00:00,0,
Pow-AC1Triunfo,06/06/2021,08:00:00,0,
Pow-AC1Triunfo,06/06/2021,09:00:00,0,
Pow-AC1Triunfo,06/06/2021,10:00:00,0,
Pow-AC1Triunfo,06/06/2021,11:00:00,0,
Pow-AC1Triunfo,06/06/2021,12:00:00,0,
Pow-AC1Triunfo,06/06/2021,13:00:00,0,
Pow-AC1Triunfo,06/06/2021,14:00:00,0,
Pow-AC1Triunfo,06/06/2021,15:00:00,0,
Pow-AC1Triunfo,06/06/2021,16:00:00,0,
Pow-AC1Triunfo,06/06/2021,17:00:00,0,
Pow-AC1Triunfo,06/06/2021,18:00:00,0,
Pow-AC1Triunfo,06/06/2021,19:00:00,0,
Pow-AC1Triunfo,06/06/2021,20:00:00,0,
Pow-AC1Triunfo,06/06/2021,21:00:00,0,
Pow-AC1Triunfo,06/06/2021,22:00:00,0,
Pow-AC1Triunfo,06/06/2021,23:00:00,0,
Pow-AC1Triunfo,06/07/2021,00:00:00,0,
Pow-AC1Triunfo,06/07/2021,01:00:00,0,
Pow-AC1Triunfo,06/07/2021,02:00:00,0,
Pow-AC1Triunfo,06/07/2021,03:00:00,0,
Pow-AC1Triunfo,06/07/2021,04:00:00,0,
Pow-AC1Triunfo,06/07/2021,05:00:00,0,
Pow-AC1Triunfo,06/07/2021,06:00:00,0,
Pow-AC1Triunfo,06/07/2021,07:00:00,0,
Pow-AC1Triunfo,06/07/2021,08:00:00,1035,255628342246;0;0;1035
Pow-AC1Triunfo,06/07/2021,09:00:00,1818,0476963350786;0;0;1818
Pow-AC1Triunfo,06/07/2021,10:00:00,1569,2293882352942;0;0;1569
Pow-AC1Triunfo,06/07/2021,11:00:00,351,3093240901213;0;0;351
Pow-AC1Triunfo,06/07/2021,12:00:00,0,
Pow-AC1Triunfo,06/07/2021,13:00:00,0,
Pow-AC1Triunfo,06/07/2021,14:00:00,0,
Pow-AC1Triunfo,06/07/2021,15:00:00,0,
Pow-AC1Triunfo,06/07/2021,16:00:00,0,
Pow-AC1Triunfo,06/07/2021,17:00:00,0,
Pow-AC1Triunfo,06/07/2021,18:00:00,0,
Pow-AC1Triunfo,06/07/2021,19:00:00,0,
Pow-AC1Triunfo,06/07/2021,20:00:00,0,
Pow-AC1Triunfo,06/07/2021,21:00:00,0,
Pow-AC1Triunfo,06/07/2021,22:00:00,0,
Pow-AC1Triunfo,06/07/2021,23:00:00,0,
Pow-AC1Triunfo,06/08/2021,00:00:00,0,
Pow-AC1Triunfo,06/08/2021,01:00:00,0,
Pow-AC1Triunfo,06/08/2021,02:00:00,0,
Pow-AC1Triunfo,06/08/2021,03:00:00,0,
Pow-AC1Triunfo,06/08/2021,04:00:00,0,
Pow-AC1Triunfo,06/08/2021,05:00:00,0,
Pow-AC1Triunfo,06/08/2021,06:00:00,0,
Pow-AC1Triunfo,06/08/2021,07:00:00,0,
Pow-AC1Triunfo,06/08/2021,08:00:00,1064,3998470097358;0;0;1064
Pow-AC1Triunfo,06/08/2021,09:00:00,1741,5429585798818;0;0;1741
Pow-AC1Triunfo,06/08/2021,10:00:00,1071,5839842519686;0;0;1071
Pow-AC1Triunfo,06/08/2021,11:00:00,1747,5971949685536;0;0;1747
Pow-AC1Triunfo,06/08/2021,12:00:00,1877,8556126021003;0;0;1877
Pow-AC1Triunfo,06/08/2021,13:00:00,1877,799976635514;0;0;1877
Pow-AC1Triunfo,06/08/2021,14:00:00,1873,1460161662817;0;0;1873
Pow-AC1Triunfo,06/08/2021,15:00:00,1851,9649520383693;0;0;1851
Pow-AC1Triunfo,06/08/2021,16:00:00,1029,460953800298;0;0;1029
Pow-AC1Triunfo,06/08/2021,17:00:00,816,8478151260505;0;0;816
Pow-AC1Triunfo,06/08/2021,18:00:00,0,
Pow-AC1Triunfo,06/08/2021,19:00:00,0,
Pow-AC1Triunfo,06/08/2021,20:00:00,0,
Pow-AC1Triunfo,06/08/2021,21:00:00,0,
Pow-AC1Triunfo,06/08/2021,22:00:00,0,
Pow-AC1Triunfo,06/08/2021,23:00:00,0,
Pow-AC1Triunfo,06/09/2021,00:00:00,0,
Pow-AC1Triunfo,06/09/2021,01:00:00,0,
Pow-AC1Triunfo,06/09/2021,02:00:00,0,
Pow-AC1Triunfo,06/09/2021,03:00:00,0,
Pow-AC1Triunfo,06/09/2021,04:00:00,0,
Pow-AC1Triunfo,06/09/2021,05:00:00,0,
Pow-AC1Triunfo,06/09/2021,06:00:00,0,
Pow-AC1Triunfo,06/09/2021,07:00:00,581,5745398773006;0;0;581
Pow-AC1Triunfo,06/09/2021,08:00:00,1779,663325817362;0;0;1779
Pow-AC1Triunfo,06/09/2021,09:00:00,1792,4490010515246;0;0;1792
Pow-AC1Triunfo,06/09/2021,10:00:00,1809,1119103521878;0;0;1809
Pow-AC1Triunfo,06/09/2021,11:00:00,1477,274130952381;0;0;1477
Pow-AC1Triunfo,06/09/2021,12:00:00,1853,3513820224719;0;0;1853
Pow-AC1Triunfo,06/09/2021,13:00:00,1839,289822812846;0;0;1839
Pow-AC1Triunfo,06/09/2021,14:00:00,1841,46312;0;0;1841
Pow-AC1Triunfo,06/09/2021,15:00:00,1103,0908172362556;0;0;1103
Pow-AC1Triunfo,06/09/2021,16:00:00,256,8419548872181;0;0;256
Pow-AC1Triunfo,06/09/2021,17:00:00,0,
Pow-AC1Triunfo,06/09/2021,18:00:00,0,
Pow-AC1Triunfo,06/09/2021,19:00:00,0,
Pow-AC1Triunfo,06/09/2021,20:00:00,0,
Pow-AC1Triunfo,06/09/2021,21:00:00,0,
Pow-AC1Triunfo,06/09/2021,22:00:00,0,
Pow-AC1Triunfo,06/09/2021,23:00:00,0,
Pow-AC1Triunfo,06/10/2021,00:00:00,0,
Pow-AC1Triunfo,06/10/2021,01:00:00,0,
Pow-AC1Triunfo,06/10/2021,02:00:00,0,
Pow-AC1Triunfo,06/10/2021,03:00:00,0,
Pow-AC1Triunfo,06/10/2021,04:00:00,0,
Pow-AC1Triunfo,06/10/2021,05:00:00,0,
Pow-AC1Triunfo,06/10/2021,06:00:00,0,
Pow-AC1Triunfo,06/10/2021,07:00:00,0,
Pow-AC1Triunfo,06/10/2021,08:00:00,1162,1024590163934;0;0;1162
Pow-AC1Triunfo,06/10/2021,09:00:00,1489,2900130378096;0;0;1489
Pow-AC1Triunfo,06/10/2021,10:00:00,1470,849928229665;0;0;1470
Pow-AC1Triunfo,06/10/2021,11:00:00,1075,0193774834438;0;0;1075
Pow-AC1Triunfo,06/10/2021,12:00:00,1720,045033557047;0;0;1720
Pow-AC1Triunfo,06/10/2021,13:00:00,1830,5965781083953;0;0;1830
Pow-AC1Triunfo,06/10/2021,14:00:00,1814,7091897233202;0;0;1814
Pow-AC1Triunfo,06/10/2021,15:00:00,1662,3676436107855;0;0;1662
Pow-AC1Triunfo,06/10/2021,16:00:00,37,33028901734104;0;0;37
Pow-AC1Triunfo,06/10/2021,17:00:00,76,14942408376963;0;0;76
Pow-AC1Triunfo,06/10/2021,18:00:00,0,
Pow-AC1Triunfo,06/10/2021,19:00:00,0,
Pow-AC1Triunfo,06/10/2021,20:00:00,0,
Pow-AC1Triunfo,06/10/2021,21:00:00,0,
Pow-AC1Triunfo,06/10/2021,22:00:00,0,
Pow-AC1Triunfo,06/10/2021,23:00:00,0,
Pow-AC1Triunfo,06/11/2021,00:00:00,0,
Pow-AC1Triunfo,06/11/2021,01:00:00,0,
Pow-AC1Triunfo,06/11/2021,02:00:00,0,
Pow-AC1Triunfo,06/11/2021,03:00:00,0,
Pow-AC1Triunfo,06/11/2021,04:00:00,0,
Pow-AC1Triunfo,06/11/2021,05:00:00,0,
Pow-AC1Triunfo,06/11/2021,06:00:00,0,
Pow-AC1Triunfo,06/11/2021,07:00:00,0,
Pow-AC1Triunfo,06/11/2021,08:00:00,1322,7335074626865;0;0;1322
Pow-AC1Triunfo,06/11/2021,09:00:00,1810,679955106622;0;0;1810
Pow-AC1Triunfo,06/11/2021,10:00:00,1544,6201940491594;0;0;1544
Pow-AC1Triunfo,06/11/2021,11:00:00,1137,5551176470588;0;0;1137
Pow-AC1Triunfo,06/11/2021,12:00:00,1070,615;0;0;1070
Pow-AC1Triunfo,06/11/2021,13:00:00,975,2345669291337;0;0;975
Pow-AC1Triunfo,06/11/2021,14:00:00,990,95017578125;0;0;990
Pow-AC1Triunfo,06/11/2021,15:00:00,938,8310634920635;0;0;938
Pow-AC1Triunfo,06/11/2021,16:00:00,881,5351583710408;0;0;881
Pow-AC1Triunfo,06/11/2021,17:00:00,804,0414285714286;0;0;804
Pow-AC1Triunfo,06/11/2021,18:00:00,783,3910372771475;0;0;783
Pow-AC1Triunfo,06/11/2021,19:00:00,840,4595827123696;0;0;840
Pow-AC1Triunfo,06/11/2021,20:00:00,755,0087321711569;0;0;755
Pow-AC1Triunfo,06/11/2021,21:00:00,786,7154213036566;0;0;786
Pow-AC1Triunfo,06/11/2021,22:00:00,695,0767614533964;0;0;695
Pow-AC1Triunfo,06/11/2021,23:00:00,648,1376627218934;0;0;648
Pow-AC1Triunfo,06/12/2021,00:00:00,697,1587214611872;0;0;697
Pow-AC1Triunfo,06/12/2021,01:00:00,679,9683931357254;0;0;679
Pow-AC1Triunfo,06/12/2021,02:00:00,673,3316279069768;0;0;673
Pow-AC1Triunfo,06/12/2021,03:00:00,551,9250495049505;0;0;551
Pow-AC1Triunfo,06/12/2021,04:00:00,679,8321393841167;0;0;679
Pow-AC1Triunfo,06/12/2021,05:00:00,528,4397536945813;0;0;528
Pow-AC1Triunfo,06/12/2021,06:00:00,545,1372757475083;0;0;545
Pow-AC1Triunfo,06/12/2021,07:00:00,693,8428244274809;0;0;693
Pow-AC1Triunfo,06/12/2021,08:00:00,709,48;0;0;709
Pow-AC1Triunfo,06/12/2021,09:00:00,798,9438213762811;0;0;798
Pow-AC1Triunfo,06/12/2021,10:00:00,1339,299011703511;0;0;1339
Pow-AC1Triunfo,06/12/2021,11:00:00,1766,9563578680202;0;0;1766
Pow-AC1Triunfo,06/12/2021,12:00:00,978,9798039215686;0;0;978
Pow-AC1Triunfo,06/12/2021,13:00:00,1049,423887283237;0;0;1049
Pow-AC1Triunfo,06/12/2021,14:00:00,1056,4203247631935;0;0;1056
Pow-AC1Triunfo,06/12/2021,15:00:00,943,3300450450452;0;0;943
Pow-AC1Triunfo,06/12/2021,16:00:00,930,0324285714287;0;0;930
Pow-AC1Triunfo,06/12/2021,17:00:00,874,0830272596844;0;0;874
Pow-AC1Triunfo,06/12/2021,18:00:00,874,4207848837209;0;0;874
Pow-AC1Triunfo,06/12/2021,19:00:00,855,0437590711176;0;0;855
Pow-AC1Triunfo,06/12/2021,20:00:00,698,9149770992367;0;0;698
Pow-AC1Triunfo,06/12/2021,21:00:00,791,8795216741405;0;0;791
Pow-AC1Triunfo,06/12/2021,22:00:00,706,654031496063;0;0;706
Pow-AC1Triunfo,06/12/2021,23:00:00,684,4462633996936;0;0;684
Pow-AC1Triunfo,06/13/2021,00:00:00,747,7946450617284;0;0;747
Pow-AC1Triunfo,06/13/2021,01:00:00,710,7468740031898;0;0;710
Pow-AC1Triunfo,06/13/2021,02:00:00,641,1165323992996;0;0;641
