data,hora_utc,hora_simples,temperatura
20/07/2021,1000,10,21.1
20/07/2021,1100,11,22.3
20/07/2021,1200,12,23.2
20/07/2021,1300,13,24.8
20/07/2021,1400,14,24
20/07/2021,1500,15,23.7
20/07/2021,1600,16,25.2
20/07/2021,1700,17,23.8
20/07/2021,1800,18,23.6
20/07/2021,1900,19,23.8
20/07/2021,2000,20,23.3
20/07/2021,2100,21,21.9
20/07/2021,2200,22,21.5
20/07/2021,2300,23,21.1
21/07/2021,0000,00,20.6
21/07/2021,0100,01,20.1
21/07/2021,0200,02,19.6
21/07/2021,0300,03,19.6
21/07/2021,0400,04,19.4
21/07/2021,0500,05,18.9
21/07/2021,0600,06,18.7
21/07/2021,0700,07,18.6
21/07/2021,0800,08,18.6
21/07/2021,0900,09,18.8
21/07/2021,1000,10,18.9
21/07/2021,1100,11,19.9
21/07/2021,1200,12,20.2
21/07/2021,1300,13,20.9
21/07/2021,1400,14,22.9
21/07/2021,1500,15,24.4
21/07/2021,1600,16,22.9
21/07/2021,1700,17,24.2
21/07/2021,1800,18,24.3
21/07/2021,1900,19,22.8
21/07/2021,2000,20,23
21/07/2021,2100,21,20.1
21/07/2021,2200,22,20.7
21/07/2021,2300,23,20.7
22/07/2021,0000,00,20.4
22/07/2021,0100,01,20.3
22/07/2021,0200,02,20.2
22/07/2021,0300,03,19.5
22/07/2021,0400,04,19.5
22/07/2021,0500,05,19.2
22/07/2021,0600,06,19.3
22/07/2021,0700,07,19.2
22/07/2021,0800,08,19.1
22/07/2021,0900,09,19.6
22/07/2021,1000,10,20.7
22/07/2021,1100,11,21.5
22/07/2021,1200,12,23.2
22/07/2021,1300,13,24.7
22/07/2021,1400,14,26.3
22/07/2021,1500,15,27.1
22/07/2021,1600,16,27.5
22/07/2021,1700,17,27.4
22/07/2021,1800,18,26.4
22/07/2021,1900,19,25.6
22/07/2021,2000,20,24
22/07/2021,2100,21,23
22/07/2021,2200,22,21.9
22/07/2021,2300,23,21
23/07/2021,0000,00,20.2
23/07/2021,0100,01,19.7
23/07/2021,0200,02,20.1
23/07/2021,0300,03,19.1
23/07/2021,0400,04,18.6
23/07/2021,0500,05,18.5
23/07/2021,0600,06,18.9
23/07/2021,0700,07,18.9
23/07/2021,0800,08,19.1
23/07/2021,0900,09,19.1
23/07/2021,1000,10,19.9
23/07/2021,1100,11,20.7
23/07/2021,1200,12,20.8
23/07/2021,1300,13,20.3
23/07/2021,1400,14,22.5
23/07/2021,1500,15,22.3
23/07/2021,1600,16,21.7
23/07/2021,1700,17,22.8
23/07/2021,1800,18,23.4
23/07/2021,1900,19,23.3
23/07/2021,2000,20,22.7
23/07/2021,2100,21,21.4
23/07/2021,2200,22,20.4
23/07/2021,2300,23,19.9
24/07/2021,0000,00,20
24/07/2021,0100,01,19.8
24/07/2021,0200,02,19.8
24/07/2021,0300,03,19.6
24/07/2021,0400,04,18.9
24/07/2021,0500,05,18.4
24/07/2021,0600,06,18.3
24/07/2021,0700,07,18.7
24/07/2021,0800,08,18
24/07/2021,0900,09,18.4
24/07/2021,1000,10,20.5
24/07/2021,1100,11,20.9
24/07/2021,1200,12,21.9
24/07/2021,1300,13,24.6
24/07/2021,1400,14,25.5
24/07/2021,1500,15,26
24/07/2021,1600,16,26.2
24/07/2021,1700,17,26.5
24/07/2021,1800,18,26.5
24/07/2021,1900,19,25.3
24/07/2021,2000,20,24.2
24/07/2021,2100,21,22.8
24/07/2021,2200,22,21.6
24/07/2021,2300,23,20.8
25/07/2021,0000,00,20.2
25/07/2021,0100,01,20.4
25/07/2021,0200,02,19.6
25/07/2021,0300,03,19.1
25/07/2021,0400,04,19.1
25/07/2021,0500,05,19.1
25/07/2021,0600,06,18.7
25/07/2021,0700,07,18.7
25/07/2021,0800,08,18.9
25/07/2021,0900,09,19
25/07/2021,1000,10,19.9
25/07/2021,1100,11,20.7
25/07/2021,1200,12,21.7
25/07/2021,1300,13,21.1
25/07/2021,1400,14,24.8
25/07/2021,1500,15,24.7
25/07/2021,1600,16,25.7
25/07/2021,1700,17,25.7
25/07/2021,1800,18,26.4
25/07/2021,1900,19,25.1
25/07/2021,2000,20,24.3
25/07/2021,2100,21,22.9
25/07/2021,2200,22,19.5
25/07/2021,2300,23,19.6
26/07/2021,0000,00,19.9
26/07/2021,0100,01,19.9
26/07/2021,0200,02,19.9
26/07/2021,0300,03,19.8
26/07/2021,0400,04,19.7
26/07/2021,0500,05,19.4
26/07/2021,0600,06,18.8
26/07/2021,0700,07,18.8
26/07/2021,0800,08,19.2
26/07/2021,0900,09,19.1
26/07/2021,1000,10,19.7
26/07/2021,1100,11,21.8
26/07/2021,1200,12,21
26/07/2021,1300,13,20.7
26/07/2021,1400,14,24
26/07/2021,1500,15,24.2
26/07/2021,1600,16,24.2
26/07/2021,1700,17,24.7
26/07/2021,1800,18,25.3
26/07/2021,1900,19,25
26/07/2021,2000,20,22.4
26/07/2021,2100,21,22
26/07/2021,2200,22,21.5
26/07/2021,2300,23,21.2
27/07/2021,0000,00,20.4
27/07/2021,0100,01,20.3
27/07/2021,0200,02,20.4
27/07/2021,0300,03,20.3
27/07/2021,0400,04,19.8
27/07/2021,0500,05,19.7
27/07/2021,0600,06,19.3
27/07/2021,0700,07,19.3
27/07/2021,0800,08,19.2
27/07/2021,0900,09,19.3
27/07/2021,1000,10,20.6
27/07/2021,1100,11,21.4
27/07/2021,1200,12,22.2
27/07/2021,1300,13,24.2
27/07/2021,1400,14,25.7
27/07/2021,1500,15,26.7
27/07/2021,1600,16,27.7
27/07/2021,1700,17,27.5
27/07/2021,1800,18,26.7
27/07/2021,1900,19,25.8
27/07/2021,2000,20,24.7
27/07/2021,2100,21,23.2
27/07/2021,2200,22,22.2
27/07/2021,2300,23,21.7
28/07/2021,0000,00,21.3
28/07/2021,0100,01,20.9
28/07/2021,0200,02,20.7
28/07/2021,0300,03,20.5
28/07/2021,0400,04,20.5
28/07/2021,0500,05,20.3
28/07/2021,0600,06,20.2
28/07/2021,0700,07,20.3
28/07/2021,0800,08,20.4
28/07/2021,0900,09,20.3
28/07/2021,1000,10,21.5
28/07/2021,1100,11,22.7
28/07/2021,1200,12,23.7
28/07/2021,1300,13,25
28/07/2021,1400,14,26.7
28/07/2021,1500,15,27.9
28/07/2021,1600,16,28.2
28/07/2021,1700,17,28.5
28/07/2021,1800,18,28.1
28/07/2021,1900,19,26.6
28/07/2021,2000,20,25.2
28/07/2021,2100,21,23.7
28/07/2021,2200,22,22.7
28/07/2021,2300,23,21.7
29/07/2021,0000,00,21.1
29/07/2021,0100,01,20.8
29/07/2021,0200,02,20.7
29/07/2021,0300,03,20.5
29/07/2021,0400,04,20.2
29/07/2021,0500,05,20
29/07/2021,0600,06,19.7
29/07/2021,0700,07,19.7
29/07/2021,0800,08,19.4
29/07/2021,0900,09,19.6
29/07/2021,1000,10,21.6
29/07/2021,1100,11,23
29/07/2021,1200,12,24.4
29/07/2021,1300,13,25.9
29/07/2021,1400,14,27.9
29/07/2021,1500,15,29.1
29/07/2021,1600,16,29.3
29/07/2021,1700,17,29.7
29/07/2021,1800,18,28.8
29/07/2021,1900,19,28.4
29/07/2021,2000,20,26.2
29/07/2021,2100,21,24
29/07/2021,2200,22,22.8
29/07/2021,2300,23,22.1
30/07/2021,0000,00,21.5
30/07/2021,0100,01,20.9
30/07/2021,0200,02,20.7
30/07/2021,0300,03,20.8
30/07/2021,0400,04,20.7
30/07/2021,0500,05,20.3
30/07/2021,0600,06,20.3
30/07/2021,0700,07,20.1
30/07/2021,0800,08,19.8
30/07/2021,0900,09,19.5
30/07/2021,1000,10,20.9
30/07/2021,1100,11,23
30/07/2021,1200,12,24.4
30/07/2021,1300,13,25.7
30/07/2021,1400,14,26.8
30/07/2021,1500,15,27.9
30/07/2021,1600,16,28.4
30/07/2021,1700,17,27.7
30/07/2021,1800,18,27.3
30/07/2021,1900,19,26.1
30/07/2021,2000,20,24.3
30/07/2021,2100,21,23
30/07/2021,2200,22,22.1
30/07/2021,2300,23,21.5
31/07/2021,0000,00,21.1
31/07/2021,0100,01,20.7
31/07/2021,0200,02,20.4
31/07/2021,0300,03,20.4
31/07/2021,0400,04,20.3
31/07/2021,0500,05,20.2
31/07/2021,0600,06,20
31/07/2021,0700,07,19.6
31/07/2021,0800,08,19.7
31/07/2021,0900,09,19.7
31/07/2021,1000,10,20.8
31/07/2021,1100,11,22.3
31/07/2021,1200,12,21.9
31/07/2021,1300,13,23.5
31/07/2021,1400,14,26.8
31/07/2021,1500,15,27.1
31/07/2021,1600,16,27.2
31/07/2021,1700,17,27.9
31/07/2021,1800,18,26.5
31/07/2021,1900,19,24.9
31/07/2021,2000,20,24.2
31/07/2021,2100,21,23.2
31/07/2021,2200,22,20.4
31/07/2021,2300,23,20.6
01/08/2021,0000,00,20.7
01/08/2021,0100,01,20.8
01/08/2021,0200,02,20.9
01/08/2021,0300,03,21
01/08/2021,0400,04,20.8
01/08/2021,0500,05,20.8
01/08/2021,0600,06,20.8
01/08/2021,0700,07,20.7
01/08/2021,0800,08,20.8
01/08/2021,0900,09,21.1
01/08/2021,1000,10,21.6
01/08/2021,1100,11,21.5
01/08/2021,1200,12,23.6
01/08/2021,1300,13,23.1
01/08/2021,1400,14,25.1
01/08/2021,1500,15,24.3
01/08/2021,1600,16,26
01/08/2021,1700,17,24.6
01/08/2021,1800,18,24.1
01/08/2021,1900,19,21.6
01/08/2021,2000,20,20.5
01/08/2021,2100,21,20.7
01/08/2021,2200,22,20.4
01/08/2021,2300,23,20.3
02/08/2021,0000,00,19.5
02/08/2021,0100,01,19.3
02/08/2021,0200,02,19.2
02/08/2021,0300,03,19.2
02/08/2021,0400,04,19.1
02/08/2021,0500,05,18.9
02/08/2021,0600,06,18.9
02/08/2021,0700,07,18.2
02/08/2021,0800,08,17.9
02/08/2021,0900,09,18.1
02/08/2021,1000,10,19.8
02/08/2021,1100,11,21.7
02/08/2021,1200,12,23.5
02/08/2021,1300,13,24.6
02/08/2021,1400,14,24
02/08/2021,1500,15,25.2
02/08/2021,1600,16,24.5
02/08/2021,1700,17,24
02/08/2021,1800,18,21.6
02/08/2021,1900,19,21.9
02/08/2021,2000,20,20.9
02/08/2021,2100,21,20.1
02/08/2021,2200,22,20.2
02/08/2021,2300,23,19.9
03/08/2021,0000,00,20
03/08/2021,0100,01,19.9
03/08/2021,0200,02,19.7
03/08/2021,0300,03,19.4
03/08/2021,0400,04,19.3
03/08/2021,0500,05,19.4
03/08/2021,0600,06,19.4
03/08/2021,0700,07,19.3
03/08/2021,0800,08,19.3
03/08/2021,0900,09,19.3
03/08/2021,1000,10,19.4
03/08/2021,1100,11,20.3
03/08/2021,1200,12,21.1
03/08/2021,1300,13,21.6
03/08/2021,1400,14,22.5
03/08/2021,1500,15,21.9
03/08/2021,1600,16,23.9
03/08/2021,1700,17,22.4
03/08/2021,1800,18,21.9
03/08/2021,1900,19,21.5
03/08/2021,2000,20,21.5
03/08/2021,2100,21,20.7
03/08/2021,2200,22,20.3
03/08/2021,2300,23,19.9
04/08/2021,0000,00,20
04/08/2021,0100,01,20.2
04/08/2021,0200,02,19.8
04/08/2021,0300,03,19.3
04/08/2021,0400,04,19.3
04/08/2021,0500,05,19.2
04/08/2021,0600,06,19.3
04/08/2021,0700,07,19.4
04/08/2021,0800,08,19.3
04/08/2021,0900,09,19.7
04/08/2021,1000,10,20.1
04/08/2021,1100,11,21.5
04/08/2021,1200,12,21.9
04/08/2021,1300,13,20.6
04/08/2021,1400,14,21.9
04/08/2021,1500,15,22.6
04/08/2021,1600,16,23.5
04/08/2021,1700,17,21.2
04/08/2021,1800,18,20.7
04/08/2021,1900,19,20.7
04/08/2021,2000,20,20.5
04/08/2021,2100,21,20.3
04/08/2021,2200,22,20.1
04/08/2021,2300,23,19.9
05/08/2021,0000,00,19.7
05/08/2021,0100,01,19.7
05/08/2021,0200,02,19.9
05/08/2021,0300,03,19.4
05/08/2021,0400,04,19.5
05/08/2021,0500,05,19.3
05/08/2021,0600,06,19.4
05/08/2021,0700,07,19.3
05/08/2021,0800,08,19.3
05/08/2021,0900,09,18.8
05/08/2021,1000,10,18.5
05/08/2021,1100,11,19.1
05/08/2021,1200,12,20.9
05/08/2021,1300,13,21
05/08/2021,1400,14,21.6
05/08/2021,1500,15,21.7
05/08/2021,1600,16,22.8
05/08/2021,1700,17,22.4
05/08/2021,1800,18,20.9
05/08/2021,1900,19,21
05/08/2021,2000,20,19.9
05/08/2021,2100,21,19.8
05/08/2021,2200,22,19.6
05/08/2021,2300,23,19.3
06/08/2021,0000,00,19.3
06/08/2021,0100,01,19.3
06/08/2021,0200,02,19.3
06/08/2021,0300,03,19
06/08/2021,0400,04,19
06/08/2021,0500,05,18.8
06/08/2021,0600,06,18.7
06/08/2021,0700,07,18.7
06/08/2021,0800,08,18.9
06/08/2021,0900,09,19.2
06/08/2021,1000,10,20.1
06/08/2021,1100,11,21.4
06/08/2021,1200,12,22.6
06/08/2021,1300,13,23.9
06/08/2021,1400,14,25.4
06/08/2021,1500,15,25.6
06/08/2021,1600,16,26.1
06/08/2021,1700,17,27.1
06/08/2021,1800,18,25.9
06/08/2021,1900,19,25.2
06/08/2021,2000,20,24
06/08/2021,2100,21,23.1
06/08/2021,2200,22,22.2
06/08/2021,2300,23,19.9
07/08/2021,0000,00,19.9
07/08/2021,0100,01,19.9
07/08/2021,0200,02,19.4
07/08/2021,0300,03,19.2
07/08/2021,0400,04,19.3
07/08/2021,0500,05,19
07/08/2021,0600,06,19.3
07/08/2021,0700,07,19.4
07/08/2021,0800,08,19
07/08/2021,0900,09,18.8
07/08/2021,1000,10,18.9
07/08/2021,1100,11,19.9
07/08/2021,1200,12,21.3
07/08/2021,1300,13,23.6
07/08/2021,1400,14,25.2
07/08/2021,1500,15,25.7
07/08/2021,1600,16,23.9
07/08/2021,1700,17,24.3
07/08/2021,1800,18,22.6
07/08/2021,1900,19,22.9
07/08/2021,2000,20,22.6
07/08/2021,2100,21,22.2
07/08/2021,2200,22,21.5
07/08/2021,2300,23,20.6
08/08/2021,0000,00,20.1
08/08/2021,0100,01,19.7
08/08/2021,0200,02,19.6
08/08/2021,0300,03,19.2
08/08/2021,0400,04,19.4
08/08/2021,0500,05,18.5
08/08/2021,0600,06,18.6
08/08/2021,0700,07,18.7
08/08/2021,0800,08,18.6
08/08/2021,0900,09,19
08/08/2021,1000,10,19.9
08/08/2021,1100,11,20.8
08/08/2021,1200,12,22.3
08/08/2021,1300,13,23.2
08/08/2021,1400,14,23.6
08/08/2021,1500,15,24.3
08/08/2021,1600,16,24.3
08/08/2021,1700,17,24.6
08/08/2021,1800,18,24.6
08/08/2021,1900,19,24.1
08/08/2021,2000,20,23.2
08/08/2021,2100,21,22.2
08/08/2021,2200,22,21.4
08/08/2021,2300,23,21
09/08/2021,0000,00,20.6
09/08/2021,0100,01,20.1
09/08/2021,0200,02,19.9
09/08/2021,0300,03,19.8
09/08/2021,0400,04,19.8
09/08/2021,0500,05,19.8
09/08/2021,0600,06,19.8
09/08/2021,0700,07,19.8
09/08/2021,0800,08,19.7
09/08/2021,0900,09,19.7
09/08/2021,1000,10,21.5
09/08/2021,1100,11,21.5
09/08/2021,1200,12,21.9
09/08/2021,1300,13,25
09/08/2021,1400,14,26.1
09/08/2021,1500,15,26.6
09/08/2021,1600,16,26.8
09/08/2021,1700,17,26.5
09/08/2021,1800,18,26.8
09/08/2021,1900,19,24.6
09/08/2021,2000,20,22.8
09/08/2021,2100,21,22.3
09/08/2021,2200,22,21.5
09/08/2021,2300,23,21
10/08/2021,0000,00,20.4
10/08/2021,0100,01,20.4
10/08/2021,0200,02,20.1
10/08/2021,0300,03,19.9
10/08/2021,0400,04,19.8
10/08/2021,0500,05,19.7
10/08/2021,0600,06,19.4
10/08/2021,0700,07,19.4
10/08/2021,0800,08,19.3
10/08/2021,0900,09,19.1
10/08/2021,1000,10,20
10/08/2021,1100,11,21.4
10/08/2021,1200,12,23
10/08/2021,1300,13,23.9
10/08/2021,1400,14,24.5
10/08/2021,1500,15,25.1
10/08/2021,1600,16,25.9
10/08/2021,1700,17,23.5
10/08/2021,1800,18,23.8
10/08/2021,1900,19,21.7
10/08/2021,2000,20,21.5
10/08/2021,2100,21,21.6
10/08/2021,2200,22,21.1
10/08/2021,2300,23,21
11/08/2021,0000,00,20.8
11/08/2021,0100,01,20.3
11/08/2021,0200,02,19.8
11/08/2021,0300,03,19.6
11/08/2021,0400,04,19.7
11/08/2021,0500,05,19.8
11/08/2021,0600,06,19.5
11/08/2021,0700,07,19.3
11/08/2021,0800,08,19.2
11/08/2021,0900,09,19.4
11/08/2021,1000,10,19.9
11/08/2021,1100,11,20.7
11/08/2021,1200,12,21.3
11/08/2021,1300,13,21.9
11/08/2021,1400,14,23
11/08/2021,1500,15,22.9
11/08/2021,1600,16,25.2
11/08/2021,1700,17,24.3
11/08/2021,1800,18,24.3
11/08/2021,1900,19,22.6
11/08/2021,2000,20,22.2
11/08/2021,2100,21,21.5
11/08/2021,2200,22,21.2
11/08/2021,2300,23,20.7
12/08/2021,0000,00,20.7
12/08/2021,0100,01,20.7
12/08/2021,0200,02,20.6
12/08/2021,0300,03,20.5
12/08/2021,0400,04,20.3
12/08/2021,0500,05,20.3
12/08/2021,0600,06,20.1
12/08/2021,0700,07,20.1
12/08/2021,0800,08,20.1
12/08/2021,0900,09,20.1
12/08/2021,1000,10,20.1
12/08/2021,1100,11,20.6
12/08/2021,1200,12,22.2
12/08/2021,1300,13,22.3
12/08/2021,1400,14,24.5
12/08/2021,1500,15,25.9
12/08/2021,1600,16,26.2
12/08/2021,1700,17,26.8
12/08/2021,1800,18,27.2
12/08/2021,1900,19,24.6
12/08/2021,2000,20,23
12/08/2021,2100,21,21.8
12/08/2021,2200,22,21.3
12/08/2021,2300,23,20.7
13/08/2021,0000,00,20.2
13/08/2021,0100,01,19.9
13/08/2021,0200,02,19.8
13/08/2021,0300,03,19.6
13/08/2021,0400,04,19.5
13/08/2021,0500,05,19.5
13/08/2021,0600,06,19.3
13/08/2021,0700,07,19.4
13/08/2021,0800,08,19.4
13/08/2021,0900,09,19.7
13/08/2021,1000,10,21.1
13/08/2021,1100,11,21.7
13/08/2021,1200,12,21.1
13/08/2021,1300,13,22.7
13/08/2021,1400,14,23.4
13/08/2021,1500,15,23.6
13/08/2021,1600,16,26.1
13/08/2021,1700,17,25.9
13/08/2021,1800,18,26.2
13/08/2021,1900,19,25.6
13/08/2021,2000,20,23.9
13/08/2021,2100,21,23.1
13/08/2021,2200,22,22.1
13/08/2021,2300,23,21.5
14/08/2021,0000,00,20.7
14/08/2021,0100,01,20.3
14/08/2021,0200,02,19.7
14/08/2021,0300,03,19.3
14/08/2021,0400,04,18.4
14/08/2021,0500,05,18.2
14/08/2021,0600,06,17.4
14/08/2021,0700,07,17.2
14/08/2021,0800,08,17.2
14/08/2021,0900,09,18.4
14/08/2021,1000,10,20.4
14/08/2021,1100,11,22.1
14/08/2021,1200,12,24.4
14/08/2021,1300,13,26
14/08/2021,1400,14,27.6
14/08/2021,1500,15,27.2
14/08/2021,1600,16,28.9
14/08/2021,1700,17,28.4
14/08/2021,1800,18,27.5
14/08/2021,1900,19,27
14/08/2021,2000,20,25.7
14/08/2021,2100,21,24.4
14/08/2021,2200,22,23
14/08/2021,2300,23,22.1
15/08/2021,0000,00,21.5
15/08/2021,0100,01,21.2
15/08/2021,0200,02,21.1
15/08/2021,0300,03,20.7
15/08/2021,0400,04,20.8
15/08/2021,0500,05,20.5
15/08/2021,0600,06,19.9
15/08/2021,0700,07,20.3
15/08/2021,0800,08,19.6
15/08/2021,0900,09,19.6
15/08/2021,1000,10,19.9
15/08/2021,1100,11,19.7
15/08/2021,1200,12,22.8
15/08/2021,1300,13,23.6
15/08/2021,1400,14,25.3
15/08/2021,1500,15,25.5
15/08/2021,1600,16,26.3
15/08/2021,1700,17,26.7
15/08/2021,1800,18,25.5
15/08/2021,1900,19,24.4
15/08/2021,2000,20,22.6
15/08/2021,2100,21,21.2
15/08/2021,2200,22,20.5
15/08/2021,2300,23,20.6
16/08/2021,0000,00,20.1
16/08/2021,0100,01,19.5
16/08/2021,0200,02,19
16/08/2021,0300,03,18.6
16/08/2021,0400,04,18.4
16/08/2021,0500,05,17.7
16/08/2021,0600,06,17.4
16/08/2021,0700,07,17.2
16/08/2021,0800,08,17.6
16/08/2021,0900,09,18.5
16/08/2021,1000,10,20.1
16/08/2021,1100,11,22.5
16/08/2021,1200,12,23.5
16/08/2021,1300,13,24.7
16/08/2021,1400,14,24.9
16/08/2021,1500,15,26.8
16/08/2021,1600,16,26.9
16/08/2021,1700,17,27.6
16/08/2021,1800,18,27.1
16/08/2021,1900,19,25.5
16/08/2021,2000,20,24.1
16/08/2021,2100,21,22.7
16/08/2021,2200,22,22
16/08/2021,2300,23,21.4
17/08/2021,0000,00,20.8
17/08/2021,0100,01,20.3
17/08/2021,0200,02,20.2
17/08/2021,0300,03,19.6
17/08/2021,0400,04,19.1
17/08/2021,0500,05,19.2
17/08/2021,0600,06,19.2
17/08/2021,0700,07,19.2
17/08/2021,0800,08,18.6
17/08/2021,0900,09,18.6
17/08/2021,1000,10,19.7
17/08/2021,1100,11,20.2
17/08/2021,1200,12,20.5
17/08/2021,1300,13,22.8
17/08/2021,1400,14,24.2
17/08/2021,1500,15,27.3
17/08/2021,1600,16,27.4
17/08/2021,1700,17,27.6
17/08/2021,1800,18,27.1
17/08/2021,1900,19,25.7
17/08/2021,2000,20,24.6
17/08/2021,2100,21,22.6
17/08/2021,2200,22,22.1
17/08/2021,2300,23,21.4
18/08/2021,0000,00,20.5
18/08/2021,0100,01,20.2
18/08/2021,0200,02,20.2
18/08/2021,0300,03,19.9
18/08/2021,0400,04,19.3
18/08/2021,0500,05,19
18/08/2021,0600,06,19
18/08/2021,0700,07,19.3
18/08/2021,0800,08,19.5
18/08/2021,0900,09,18.8
18/08/2021,1000,10,19.8
18/08/2021,1100,11,21.8
18/08/2021,1200,12,23.2
18/08/2021,1300,13,24
18/08/2021,1400,14,25.1
18/08/2021,1500,15,25.9
18/08/2021,1600,16,26.8
18/08/2021,1700,17,26.7
18/08/2021,1800,18,25.5
18/08/2021,1900,19,25.1
18/08/2021,2000,20,23.8
18/08/2021,2100,21,22.7
18/08/2021,2200,22,21.4
18/08/2021,2300,23,20.9
19/08/2021,0000,00,20.6
19/08/2021,0100,01,20.2
19/08/2021,0200,02,20.1
19/08/2021,0300,03,19.8
19/08/2021,0400,04,19.4
19/08/2021,0500,05,19.1
19/08/2021,0600,06,18.7
19/08/2021,0700,07,19
19/08/2021,0800,08,19.3
19/08/2021,0900,09,19.6
19/08/2021,1000,10,21.1
19/08/2021,1100,11,22.6
19/08/2021,1200,12,23
19/08/2021,1300,13,23.9
19/08/2021,1400,14,25.4
19/08/2021,1500,15,23.6
19/08/2021,1600,16,25.4
19/08/2021,1700,17,22.9
19/08/2021,1800,18,22.1
19/08/2021,1900,19,22.2
19/08/2021,2000,20,21.5
19/08/2021,2100,21,21.3
19/08/2021,2200,22,20.2
19/08/2021,2300,23,20.4
20/08/2021,0000,00,20
20/08/2021,0100,01,19.6
20/08/2021,0200,02,19.7
20/08/2021,0300,03,19.7
20/08/2021,0400,04,19.6
20/08/2021,0500,05,19.6
20/08/2021,0600,06,19.2
20/08/2021,0700,07,18.9
20/08/2021,0800,08,18.9
20/08/2021,0900,09,19.1
20/08/2021,1000,10,19.1
20/08/2021,1100,11,19.9
20/08/2021,1200,12,20.6
20/08/2021,1300,13,21
20/08/2021,1400,14,21.1
20/08/2021,1500,15,22.3
20/08/2021,1600,16,24.7
20/08/2021,1700,17,22.4
20/08/2021,1800,18,21.2
20/08/2021,1900,19,21
20/08/2021,2000,20,20.3
20/08/2021,2100,21,20.1
20/08/2021,2200,22,19.6
20/08/2021,2300,23,19.8
21/08/2021,0000,00,19.5
21/08/2021,0100,01,19.4
21/08/2021,0200,02,18.9
21/08/2021,0300,03,18.5
21/08/2021,0400,04,18
21/08/2021,0500,05,18.1
21/08/2021,0600,06,17.3
21/08/2021,0700,07,17.5
21/08/2021,0800,08,17
21/08/2021,0900,09,18.3
21/08/2021,1000,10,20.1
21/08/2021,1100,11,21.9
21/08/2021,1200,12,23.2
21/08/2021,1300,13,23.7
21/08/2021,1400,14,26.1
21/08/2021,1500,15,26.8
21/08/2021,1600,16,26.4
21/08/2021,1700,17,27.6
21/08/2021,1800,18,27
21/08/2021,1900,19,26.1
21/08/2021,2000,20,24.1
21/08/2021,2100,21,22.6
21/08/2021,2200,22,21.9
21/08/2021,2300,23,21.5
22/08/2021,0000,00,20.9
22/08/2021,0100,01,20.2
22/08/2021,0200,02,20.3
22/08/2021,0300,03,20
22/08/2021,0400,04,19.9
22/08/2021,0500,05,19.7
22/08/2021,0600,06,19.6
22/08/2021,0700,07,19.6
22/08/2021,0800,08,19.3
22/08/2021,0900,09,19.9
22/08/2021,1000,10,21
22/08/2021,1100,11,22.5
22/08/2021,1200,12,24.1
22/08/2021,1300,13,25.3
22/08/2021,1400,14,25.9
22/08/2021,1500,15,27.3
22/08/2021,1600,16,26.6
22/08/2021,1700,17,27.8
22/08/2021,1800,18,27.4
22/08/2021,1900,19,26.4
22/08/2021,2000,20,24.5
22/08/2021,2100,21,22.7
22/08/2021,2200,22,22
22/08/2021,2300,23,21.7
23/08/2021,0000,00,20.8
23/08/2021,0100,01,20.1
23/08/2021,0200,02,20.4
23/08/2021,0300,03,20.3
23/08/2021,0400,04,20.1
23/08/2021,0500,05,19.9
23/08/2021,0600,06,19.9
23/08/2021,0700,07,19.9
23/08/2021,0800,08,19.8
23/08/2021,0900,09,19.8
23/08/2021,1000,10,19.6
23/08/2021,1100,11,19.6
23/08/2021,1200,12,19.9
23/08/2021,1300,13,21
23/08/2021,1400,14,22.5
23/08/2021,1500,15,23.5
23/08/2021,1600,16,21.6
23/08/2021,1700,17,23.8
23/08/2021,1800,18,21.7
23/08/2021,1900,19,22.3
23/08/2021,2000,20,20.6
23/08/2021,2100,21,21.2
23/08/2021,2200,22,21.3
23/08/2021,2300,23,20.7
24/08/2021,0000,00,20
24/08/2021,0100,01,20.3
24/08/2021,0200,02,20
24/08/2021,0300,03,19.8
24/08/2021,0400,04,19.4
24/08/2021,0500,05,19.4
24/08/2021,0600,06,19.5
24/08/2021,0700,07,19.7
24/08/2021,0800,08,19.6
24/08/2021,0900,09,19.8
24/08/2021,1000,10,20.8
24/08/2021,1100,11,22
24/08/2021,1200,12,23.2
24/08/2021,1300,13,22.4
24/08/2021,1400,14,24.7
24/08/2021,1500,15,25.1
24/08/2021,1600,16,26.2
24/08/2021,1700,17,25.1
24/08/2021,1800,18,24.3
24/08/2021,1900,19,22
24/08/2021,2000,20,21.8
24/08/2021,2100,21,21.1
24/08/2021,2200,22,21.4
24/08/2021,2300,23,21.1
25/08/2021,0000,00,20.9
25/08/2021,0100,01,20.7
25/08/2021,0200,02,20.6
25/08/2021,0300,03,20.4
25/08/2021,0400,04,20.3
25/08/2021,0500,05,20.1
25/08/2021,0600,06,19.8
25/08/2021,0700,07,19.7
25/08/2021,0800,08,19.6
25/08/2021,0900,09,19.8
25/08/2021,1000,10,20.6
25/08/2021,1100,11,21.9
25/08/2021,1200,12,20.3
25/08/2021,1300,13,23.9
25/08/2021,1400,14,23.3
25/08/2021,1500,15,24.3
25/08/2021,1600,16,25.5
25/08/2021,1700,17,24.4
25/08/2021,1800,18,24.5
25/08/2021,1900,19,24.3
25/08/2021,2000,20,22.3
25/08/2021,2100,21,21.8
25/08/2021,2200,22,21.3
25/08/2021,2300,23,20.8
26/08/2021,0000,00,20.7
26/08/2021,0100,01,20.5
26/08/2021,0200,02,20.3
26/08/2021,0300,03,20.1
