data,hora_utc,hora_simples,temperatura
07/05/2021,1700,17,29.5
07/05/2021,1800,18,28.2
07/05/2021,1900,19,27.3
07/05/2021,2000,20,25.8
07/05/2021,2100,21,24.5
07/05/2021,2200,22,23.6
07/05/2021,2300,23,23.1
08/05/2021,0000,00,22.7
08/05/2021,0100,01,22.5
08/05/2021,0200,02,22.1
08/05/2021,0300,03,22
08/05/2021,0400,04,22
08/05/2021,0500,05,21.7
08/05/2021,0600,06,21.7
08/05/2021,0700,07,21.7
08/05/2021,0800,08,21.7
08/05/2021,0900,09,22.1
08/05/2021,1000,10,23.1
08/05/2021,1100,11,24.8
08/05/2021,1200,12,25.1
08/05/2021,1300,13,27.1
08/05/2021,1400,14,26.3
08/05/2021,1500,15,28.1
08/05/2021,1600,16,27
08/05/2021,1700,17,25.8
08/05/2021,1800,18,26.1
08/05/2021,1900,19,25.3
08/05/2021,2000,20,24.7
08/05/2021,2100,21,24
08/05/2021,2200,22,23.2
08/05/2021,2300,23,23.1
09/05/2021,0000,00,22.5
09/05/2021,0100,01,22.2
09/05/2021,0200,02,22
09/05/2021,0300,03,21.7
09/05/2021,0400,04,21.6
09/05/2021,0500,05,21.3
09/05/2021,0600,06,21.5
09/05/2021,0700,07,21.2
09/05/2021,0800,08,21.2
09/05/2021,0900,09,20.8
09/05/2021,1000,10,21.7
09/05/2021,1100,11,23.3
09/05/2021,1200,12,22.8
09/05/2021,1300,13,25
09/05/2021,1400,14,26.3
09/05/2021,1500,15,26.8
09/05/2021,1600,16,27.8
09/05/2021,1700,17,24.6
09/05/2021,1800,18,22
09/05/2021,1900,19,22.5
09/05/2021,2000,20,22.2
09/05/2021,2100,21,20.9
09/05/2021,2200,22,21
09/05/2021,2300,23,21.8
10/05/2021,0000,00,21.9
10/05/2021,0100,01,21.8
10/05/2021,0200,02,21.7
10/05/2021,0300,03,21.6
10/05/2021,0400,04,21.4
10/05/2021,0500,05,21.2
10/05/2021,0600,06,20.8
10/05/2021,0700,07,20.7
10/05/2021,0800,08,20.8
10/05/2021,0900,09,21.1
10/05/2021,1000,10,21.8
10/05/2021,1100,11,22.8
10/05/2021,1200,12,24
10/05/2021,1300,13,25.8
10/05/2021,1400,14,27.4
10/05/2021,1500,15,27
10/05/2021,1600,16,26.9
10/05/2021,1700,17,27.4
10/05/2021,1800,18,26.4
10/05/2021,1900,19,25.5
10/05/2021,2000,20,25
10/05/2021,2100,21,23.9
10/05/2021,2200,22,23.2
10/05/2021,2300,23,22.6
11/05/2021,0000,00,22.3
11/05/2021,0100,01,21.8
11/05/2021,0200,02,21.7
11/05/2021,0300,03,21.2
11/05/2021,0400,04,21.4
11/05/2021,0500,05,21.1
11/05/2021,0600,06,20.9
11/05/2021,0700,07,21.1
11/05/2021,0800,08,21.2
11/05/2021,0900,09,21.1
11/05/2021,1000,10,22
11/05/2021,1100,11,22.2
11/05/2021,1200,12,22.6
11/05/2021,1300,13,24.2
11/05/2021,1400,14,24.1
11/05/2021,1500,15,24
11/05/2021,1600,16,24.8
11/05/2021,1700,17,25.9
11/05/2021,1800,18,23.9
11/05/2021,1900,19,24.4
11/05/2021,2000,20,23.4
11/05/2021,2100,21,23.1
11/05/2021,2200,22,22.3
11/05/2021,2300,23,21.3
12/05/2021,0000,00,21.7
12/05/2021,0100,01,21.5
12/05/2021,0200,02,21.4
12/05/2021,0300,03,21.3
12/05/2021,0400,04,21.1
12/05/2021,0500,05,21.1
12/05/2021,0600,06,20.8
12/05/2021,0700,07,20.4
12/05/2021,0800,08,20.4
12/05/2021,0900,09,21
12/05/2021,1000,10,22.3
12/05/2021,1100,11,23.6
12/05/2021,1200,12,23.6
12/05/2021,1300,13,25.9
12/05/2021,1400,14,26.1
12/05/2021,1500,15,27.2
12/05/2021,1600,16,28.2
12/05/2021,1700,17,27.4
12/05/2021,1800,18,26.9
12/05/2021,1900,19,25.7
12/05/2021,2000,20,24.3
12/05/2021,2100,21,23.6
12/05/2021,2200,22,23.1
12/05/2021,2300,23,23
13/05/2021,0000,00,23
13/05/2021,0100,01,22.1
13/05/2021,0200,02,22
13/05/2021,0300,03,21.8
13/05/2021,0400,04,21.8
13/05/2021,0500,05,21.9
13/05/2021,0600,06,21.8
13/05/2021,0700,07,21.8
13/05/2021,0800,08,21.8
13/05/2021,0900,09,21.9
13/05/2021,1000,10,21.9
13/05/2021,1100,11,22.1
13/05/2021,1200,12,21.9
13/05/2021,1300,13,22
13/05/2021,1400,14,20.9
13/05/2021,1500,15,21.5
13/05/2021,1600,16,21.9
13/05/2021,1700,17,22
13/05/2021,1800,18,22.4
13/05/2021,1900,19,22.2
13/05/2021,2000,20,21.7
13/05/2021,2100,21,21.3
13/05/2021,2200,22,21.4
13/05/2021,2300,23,21.4
14/05/2021,0000,00,21.7
14/05/2021,0100,01,21.4
14/05/2021,0200,02,21.3
14/05/2021,0300,03,21.3
14/05/2021,0400,04,21.3
14/05/2021,0500,05,21.2
14/05/2021,0600,06,21.2
14/05/2021,0700,07,21.1
14/05/2021,0800,08,21.2
14/05/2021,0900,09,21.3
14/05/2021,1000,10,21.5
14/05/2021,1100,11,21.3
14/05/2021,1200,12,21.5
14/05/2021,1300,13,21.7
14/05/2021,1400,14,23.1
14/05/2021,1500,15,22.8
14/05/2021,1600,16,22.1
14/05/2021,1700,17,22.9
14/05/2021,1800,18,23.1
14/05/2021,1900,19,22.8
14/05/2021,2000,20,22.5
14/05/2021,2100,21,22.3
14/05/2021,2200,22,21.7
14/05/2021,2300,23,21.7
15/05/2021,0000,00,21.7
15/05/2021,0100,01,21.5
15/05/2021,0200,02,21.2
15/05/2021,0300,03,21.2
15/05/2021,0400,04,20.9
15/05/2021,0500,05,20.8
15/05/2021,0600,06,20.7
15/05/2021,0700,07,20.7
15/05/2021,0800,08,20.9
15/05/2021,0900,09,21
15/05/2021,1000,10,21.7
15/05/2021,1100,11,22
15/05/2021,1200,12,23.6
15/05/2021,1300,13,23.5
15/05/2021,1400,14,25.7
15/05/2021,1500,15,26
15/05/2021,1600,16,26.3
15/05/2021,1700,17,26.5
15/05/2021,1800,18,26
15/05/2021,1900,19,25
15/05/2021,2000,20,24.2
15/05/2021,2100,21,23.1
15/05/2021,2200,22,22.3
15/05/2021,2300,23,21.7
16/05/2021,0000,00,21.3
16/05/2021,0100,01,20.9
16/05/2021,0200,02,20.6
16/05/2021,0300,03,20.6
16/05/2021,0400,04,20.5
16/05/2021,0500,05,20.4
16/05/2021,0600,06,19.9
16/05/2021,0700,07,19.9
16/05/2021,0800,08,19.8
16/05/2021,0900,09,20.1
16/05/2021,1000,10,21.7
16/05/2021,1100,11,23
16/05/2021,1200,12,23.8
16/05/2021,1300,13,25.5
16/05/2021,1400,14,26.5
16/05/2021,1500,15,26.6
16/05/2021,1600,16,27.4
16/05/2021,1700,17,27.5
16/05/2021,1800,18,26.4
16/05/2021,1900,19,26.2
16/05/2021,2000,20,25.3
16/05/2021,2100,21,24.1
16/05/2021,2200,22,23.4
16/05/2021,2300,23,22.7
17/05/2021,0000,00,22.1
17/05/2021,0100,01,21.6
17/05/2021,0200,02,21.3
17/05/2021,0300,03,20.9
17/05/2021,0400,04,20.5
17/05/2021,0500,05,20
17/05/2021,0600,06,19.9
17/05/2021,0700,07,19.3
17/05/2021,0800,08,19
17/05/2021,0900,09,19.5
17/05/2021,1000,10,21.3
17/05/2021,1100,11,23.1
17/05/2021,1200,12,24.6
17/05/2021,1300,13,25.9
17/05/2021,1400,14,25.8
17/05/2021,1500,15,26.9
17/05/2021,1600,16,27.1
17/05/2021,1700,17,27.5
17/05/2021,1800,18,27.6
17/05/2021,1900,19,26.9
17/05/2021,2000,20,25.8
17/05/2021,2100,21,25.1
17/05/2021,2200,22,24.1
17/05/2021,2300,23,23.4
18/05/2021,0000,00,22.7
18/05/2021,0100,01,22.2
18/05/2021,0200,02,21.8
18/05/2021,0300,03,21.2
18/05/2021,0400,04,20.4
18/05/2021,0500,05,20
18/05/2021,0600,06,19.4
18/05/2021,0700,07,19
18/05/2021,0800,08,18.8
18/05/2021,0900,09,19.4
18/05/2021,1000,10,21.6
18/05/2021,1100,11,22.3
18/05/2021,1200,12,24.6
18/05/2021,1300,13,26.1
18/05/2021,1400,14,26.9
18/05/2021,1500,15,27.9
18/05/2021,1600,16,28.2
18/05/2021,1700,17,28.4
18/05/2021,1800,18,27.6
18/05/2021,1900,19,26.1
18/05/2021,2000,20,25.5
18/05/2021,2100,21,24.5
18/05/2021,2200,22,23.6
18/05/2021,2300,23,23
19/05/2021,0000,00,22.5
19/05/2021,0100,01,22.2
19/05/2021,0200,02,21.7
19/05/2021,0300,03,21.6
19/05/2021,0400,04,21.5
19/05/2021,0500,05,21.3
19/05/2021,0600,06,21.5
19/05/2021,0700,07,21.5
19/05/2021,0800,08,21.2
19/05/2021,0900,09,21.4
19/05/2021,1000,10,22.7
19/05/2021,1100,11,23.8
19/05/2021,1200,12,25.6
19/05/2021,1300,13,25.9
19/05/2021,1400,14,26.5
19/05/2021,1500,15,26.8
19/05/2021,1600,16,26.3
19/05/2021,1700,17,25.9
19/05/2021,1800,18,25.8
19/05/2021,1900,19,25.3
19/05/2021,2000,20,24.6
19/05/2021,2100,21,23.3
19/05/2021,2200,22,22.8
19/05/2021,2300,23,22.6
20/05/2021,0000,00,22.1
20/05/2021,0100,01,21.8
20/05/2021,0200,02,21.7
20/05/2021,0300,03,21.4
20/05/2021,0400,04,21.1
20/05/2021,0500,05,20.9
20/05/2021,0600,06,20.7
20/05/2021,0700,07,20.5
20/05/2021,0800,08,20.6
20/05/2021,0900,09,21
20/05/2021,1000,10,22.9
20/05/2021,1100,11,24.4
20/05/2021,1200,12,24.7
20/05/2021,1300,13,26.3
20/05/2021,1400,14,26.8
20/05/2021,1500,15,27
20/05/2021,1600,16,28.2
20/05/2021,1700,17,28.2
20/05/2021,1800,18,27.4
20/05/2021,1900,19,26.7
20/05/2021,2000,20,25.6
20/05/2021,2100,21,24.7
20/05/2021,2200,22,23.5
20/05/2021,2300,23,22.8
21/05/2021,0000,00,22.1
21/05/2021,0100,01,21.8
21/05/2021,0200,02,21.5
21/05/2021,0300,03,21.5
21/05/2021,0400,04,21.4
21/05/2021,0500,05,21.4
21/05/2021,0600,06,21.8
21/05/2021,0700,07,21.8
21/05/2021,0800,08,21.8
21/05/2021,0900,09,21.8
21/05/2021,1000,10,21.6
21/05/2021,1100,11,22.4
21/05/2021,1200,12,22.7
21/05/2021,1300,13,23.7
21/05/2021,1400,14,23
21/05/2021,1500,15,24.4
21/05/2021,1600,16,23.7
21/05/2021,1700,17,25
21/05/2021,1800,18,24.3
21/05/2021,1900,19,24.1
21/05/2021,2000,20,23.4
21/05/2021,2100,21,23.3
21/05/2021,2200,22,22.7
21/05/2021,2300,23,22.1
22/05/2021,0000,00,21.6
22/05/2021,0100,01,21.7
22/05/2021,0200,02,21.5
22/05/2021,0300,03,21.3
22/05/2021,0400,04,21
22/05/2021,0500,05,20.9
22/05/2021,0600,06,21.2
22/05/2021,0700,07,21.1
22/05/2021,0800,08,20.7
22/05/2021,0900,09,21.2
22/05/2021,1000,10,22
22/05/2021,1100,11,23.5
22/05/2021,1200,12,25
22/05/2021,1300,13,25.8
22/05/2021,1400,14,26.3
22/05/2021,1500,15,27.1
22/05/2021,1600,16,26.7
22/05/2021,1700,17,27.4
22/05/2021,1800,18,26.9
22/05/2021,1900,19,26.1
22/05/2021,2000,20,24.9
22/05/2021,2100,21,23.6
22/05/2021,2200,22,22.3
22/05/2021,2300,23,22
23/05/2021,0000,00,21.5
23/05/2021,0100,01,21.2
23/05/2021,0200,02,20.8
23/05/2021,0300,03,20.3
23/05/2021,0400,04,20.2
23/05/2021,0500,05,20.1
23/05/2021,0600,06,19.8
23/05/2021,0700,07,20.2
23/05/2021,0800,08,20.4
23/05/2021,0900,09,20.5
23/05/2021,1000,10,21.2
23/05/2021,1100,11,22.9
23/05/2021,1200,12,24.6
23/05/2021,1300,13,25.7
23/05/2021,1400,14,26.5
23/05/2021,1500,15,26.3
23/05/2021,1600,16,26.3
23/05/2021,1700,17,26.4
23/05/2021,1800,18,26.6
23/05/2021,1900,19,25.9
23/05/2021,2000,20,25.1
23/05/2021,2100,21,24.2
23/05/2021,2200,22,23.5
23/05/2021,2300,23,22.7
24/05/2021,0000,00,22.5
24/05/2021,0100,01,22.1
24/05/2021,0200,02,22
24/05/2021,0300,03,21.9
24/05/2021,0400,04,21.7
24/05/2021,0500,05,21.7
24/05/2021,0600,06,21.7
24/05/2021,0700,07,21.5
24/05/2021,0800,08,21.3
24/05/2021,0900,09,21.5
24/05/2021,1000,10,22.3
24/05/2021,1100,11,24.1
24/05/2021,1200,12,25.6
24/05/2021,1300,13,26.3
24/05/2021,1400,14,27.2
24/05/2021,1500,15,28.4
24/05/2021,1600,16,28.2
24/05/2021,1700,17,28.4
24/05/2021,1800,18,27.8
24/05/2021,1900,19,26.2
24/05/2021,2000,20,24.7
24/05/2021,2100,21,23.7
24/05/2021,2200,22,22.6
24/05/2021,2300,23,21.9
25/05/2021,0000,00,21.6
25/05/2021,0100,01,21.5
25/05/2021,0200,02,21.5
25/05/2021,0300,03,21.3
25/05/2021,0400,04,21
25/05/2021,0500,05,20.8
25/05/2021,0600,06,20.5
25/05/2021,0700,07,20.3
25/05/2021,0800,08,20.2
25/05/2021,0900,09,20.3
25/05/2021,1000,10,22
25/05/2021,1100,11,23.5
25/05/2021,1200,12,25.2
25/05/2021,1300,13,26.3
25/05/2021,1400,14,26.7
25/05/2021,1500,15,26.7
25/05/2021,1600,16,28
25/05/2021,1700,17,26.8
25/05/2021,1800,18,26.9
25/05/2021,1900,19,25.9
25/05/2021,2000,20,25
25/05/2021,2100,21,23.9
25/05/2021,2200,22,23.3
25/05/2021,2300,23,22.5
26/05/2021,0000,00,22.3
26/05/2021,0100,01,22.3
26/05/2021,0200,02,22.2
26/05/2021,0300,03,22.3
26/05/2021,0400,04,21.9
26/05/2021,0500,05,21.8
26/05/2021,0600,06,21.4
26/05/2021,0700,07,21.2
26/05/2021,0800,08,21
26/05/2021,0900,09,21.5
26/05/2021,1000,10,22.2
26/05/2021,1100,11,22.8
26/05/2021,1200,12,24.9
26/05/2021,1300,13,26.9
26/05/2021,1400,14,27.8
26/05/2021,1500,15,27.9
26/05/2021,1600,16,28.2
26/05/2021,1700,17,27.8
26/05/2021,1800,18,27.1
26/05/2021,1900,19,26.4
26/05/2021,2000,20,25
26/05/2021,2100,21,24
26/05/2021,2200,22,23.1
26/05/2021,2300,23,22.8
27/05/2021,0000,00,22.4
27/05/2021,0100,01,22.3
27/05/2021,0200,02,21.2
27/05/2021,0300,03,21
27/05/2021,0400,04,21
27/05/2021,0500,05,21.1
27/05/2021,0600,06,21
27/05/2021,0700,07,20.9
27/05/2021,0800,08,20.6
27/05/2021,0900,09,20.9
27/05/2021,1000,10,21.6
27/05/2021,1100,11,21.3
27/05/2021,1200,12,22.2
27/05/2021,1300,13,22.8
27/05/2021,1400,14,23.4
27/05/2021,1500,15,23.1
27/05/2021,1600,16,23
27/05/2021,1700,17,23.9
27/05/2021,1800,18,25.2
27/05/2021,1900,19,22.7
27/05/2021,2000,20,21.8
27/05/2021,2100,21,21.6
27/05/2021,2200,22,21.7
27/05/2021,2300,23,21.5
28/05/2021,0000,00,21.1
28/05/2021,0100,01,20.8
28/05/2021,0200,02,20.6
28/05/2021,0300,03,20.3
28/05/2021,0400,04,20.4
28/05/2021,0500,05,20.4
28/05/2021,0600,06,20.5
28/05/2021,0700,07,20.5
28/05/2021,0800,08,20.6
28/05/2021,0900,09,20.6
28/05/2021,1000,10,21.5
28/05/2021,1100,11,22.4
28/05/2021,1200,12,23.4
28/05/2021,1300,13,25.4
28/05/2021,1400,14,25.8
28/05/2021,1500,15,25.6
28/05/2021,1600,16,26.2
28/05/2021,1700,17,25.6
28/05/2021,1800,18,24
28/05/2021,1900,19,23.8
28/05/2021,2000,20,22
28/05/2021,2100,21,21.4
28/05/2021,2200,22,21.2
28/05/2021,2300,23,21
29/05/2021,0000,00,20.7
29/05/2021,0100,01,20.7
29/05/2021,0200,02,20.8
29/05/2021,0300,03,20.8
29/05/2021,0400,04,20.9
29/05/2021,0500,05,20.7
29/05/2021,0600,06,20.4
29/05/2021,0700,07,20.5
29/05/2021,0800,08,20.2
29/05/2021,0900,09,20.4
29/05/2021,1000,10,21.6
29/05/2021,1100,11,22.6
29/05/2021,1200,12,24.2
29/05/2021,1300,13,25.3
29/05/2021,1400,14,25.6
29/05/2021,1500,15,25.3
29/05/2021,1600,16,25.1
29/05/2021,1700,17,26
29/05/2021,1800,18,26
29/05/2021,1900,19,25.7
29/05/2021,2000,20,24.3
29/05/2021,2100,21,23.6
29/05/2021,2200,22,22.7
29/05/2021,2300,23,22
30/05/2021,0000,00,21.6
30/05/2021,0100,01,21.3
30/05/2021,0200,02,20.8
30/05/2021,0300,03,20.9
30/05/2021,0400,04,20.6
30/05/2021,0500,05,20.1
30/05/2021,0600,06,19.6
30/05/2021,0700,07,19.1
30/05/2021,0800,08,19
30/05/2021,0900,09,19.4
30/05/2021,1000,10,21.6
30/05/2021,1100,11,23.1
30/05/2021,1200,12,24.4
30/05/2021,1300,13,25.8
30/05/2021,1400,14,25
30/05/2021,1500,15,26.2
30/05/2021,1600,16,25.2
30/05/2021,1700,17,27.1
30/05/2021,1800,18,26.5
30/05/2021,1900,19,25.4
30/05/2021,2000,20,23.9
30/05/2021,2100,21,23.2
30/05/2021,2200,22,22.9
30/05/2021,2300,23,22.6
31/05/2021,0000,00,22.4
31/05/2021,0100,01,22.2
31/05/2021,0200,02,22.1
31/05/2021,0300,03,21.5
31/05/2021,0400,04,21.2
31/05/2021,0500,05,20.7
31/05/2021,0600,06,20.8
31/05/2021,0700,07,20.7
31/05/2021,0800,08,20.5
31/05/2021,0900,09,20.6
31/05/2021,1000,10,21.1
31/05/2021,1100,11,23
31/05/2021,1200,12,24
31/05/2021,1300,13,24.9
31/05/2021,1400,14,22.3
31/05/2021,1500,15,24.8
31/05/2021,1600,16,22.4
31/05/2021,1700,17,24.1
31/05/2021,1800,18,25
31/05/2021,1900,19,23.3
31/05/2021,2000,20,22.6
31/05/2021,2100,21,22.4
31/05/2021,2200,22,22
31/05/2021,2300,23,22
01/06/2021,0000,00,21.8
01/06/2021,0100,01,21.1
01/06/2021,0200,02,20.8
01/06/2021,0300,03,20.7
01/06/2021,0400,04,20.5
01/06/2021,0500,05,20.6
01/06/2021,0600,06,20.7
01/06/2021,0700,07,20.8
01/06/2021,0800,08,21
01/06/2021,0900,09,21.2
01/06/2021,1000,10,21.9
01/06/2021,1100,11,23.2
01/06/2021,1200,12,24.5
01/06/2021,1300,13,24.7
01/06/2021,1400,14,25.3
01/06/2021,1500,15,26.6
01/06/2021,1600,16,25.2
01/06/2021,1700,17,25.3
01/06/2021,1800,18,25
01/06/2021,1900,19,24.7
01/06/2021,2000,20,23.8
01/06/2021,2100,21,23.2
01/06/2021,2200,22,22.7
01/06/2021,2300,23,22
02/06/2021,0000,00,21.3
02/06/2021,0100,01,20.7
02/06/2021,0200,02,20.3
02/06/2021,0300,03,19.8
02/06/2021,0400,04,19.3
02/06/2021,0500,05,19.2
02/06/2021,0600,06,19.1
02/06/2021,0700,07,19.6
02/06/2021,0800,08,19.2
02/06/2021,0900,09,19.4
02/06/2021,1000,10,21.6
02/06/2021,1100,11,23.1
02/06/2021,1200,12,24
02/06/2021,1300,13,25.2
02/06/2021,1400,14,26.3
02/06/2021,1500,15,27.2
02/06/2021,1600,16,27
02/06/2021,1700,17,27.4
02/06/2021,1800,18,26.7
02/06/2021,1900,19,25.9
02/06/2021,2000,20,25
02/06/2021,2100,21,23.7
02/06/2021,2200,22,23
02/06/2021,2300,23,22.1
03/06/2021,0000,00,21.8
03/06/2021,0100,01,21.4
03/06/2021,0200,02,21
03/06/2021,0300,03,20.5
03/06/2021,0400,04,20
03/06/2021,0500,05,19.9
03/06/2021,0600,06,19.9
03/06/2021,0700,07,20.2
03/06/2021,0800,08,19.8
03/06/2021,0900,09,20
03/06/2021,1000,10,21.4
03/06/2021,1100,11,23.9
03/06/2021,1200,12,24.6
03/06/2021,1300,13,25.7
03/06/2021,1400,14,25.6
03/06/2021,1500,15,26.3
03/06/2021,1600,16,25.4
03/06/2021,1700,17,26
03/06/2021,1800,18,26.2
03/06/2021,1900,19,25.8
03/06/2021,2000,20,24.8
03/06/2021,2100,21,23.9
03/06/2021,2200,22,22.9
03/06/2021,2300,23,22.5
04/06/2021,0000,00,21.8
04/06/2021,0100,01,21.6
04/06/2021,0200,02,21.6
04/06/2021,0300,03,21.4
04/06/2021,0400,04,20.4
04/06/2021,0500,05,19.7
04/06/2021,0600,06,20.2
04/06/2021,0700,07,20.1
04/06/2021,0800,08,20.1
04/06/2021,0900,09,20.2
04/06/2021,1000,10,21
04/06/2021,1100,11,22.3
04/06/2021,1200,12,22
04/06/2021,1300,13,22.8
04/06/2021,1400,14,25.1
04/06/2021,1500,15,26.2
04/06/2021,1600,16,26.8
04/06/2021,1700,17,27.5
04/06/2021,1800,18,26.3
04/06/2021,1900,19,25.5
04/06/2021,2000,20,24.3
04/06/2021,2100,21,23
04/06/2021,2200,22,22.5
04/06/2021,2300,23,22
05/06/2021,0000,00,21.3
05/06/2021,0100,01,20.9
05/06/2021,0200,02,20.6
05/06/2021,0300,03,20.6
05/06/2021,0400,04,20
05/06/2021,0500,05,19.6
05/06/2021,0600,06,19.4
05/06/2021,0700,07,19.3
05/06/2021,0800,08,19.2
05/06/2021,0900,09,19.8
05/06/2021,1000,10,20.9
05/06/2021,1100,11,22.3
05/06/2021,1200,12,24.8
05/06/2021,1300,13,25.4
05/06/2021,1400,14,25.8
05/06/2021,1500,15,26.7
05/06/2021,1600,16,27.4
05/06/2021,1700,17,27.4
05/06/2021,1800,18,27.4
05/06/2021,1900,19,26.1
05/06/2021,2000,20,24.8
05/06/2021,2100,21,23.5
05/06/2021,2200,22,22.6
05/06/2021,2300,23,22.1
06/06/2021,0000,00,21.9
06/06/2021,0100,01,21.8
06/06/2021,0200,02,21.3
06/06/2021,0300,03,21
06/06/2021,0400,04,20.9
06/06/2021,0500,05,20.8
06/06/2021,0600,06,20.7
06/06/2021,0700,07,20.6
06/06/2021,0800,08,20.4
06/06/2021,0900,09,20.3
06/06/2021,1000,10,20.2
06/06/2021,1100,11,21
06/06/2021,1200,12,22.1
06/06/2021,1300,13,23.6
06/06/2021,1400,14,25
06/06/2021,1500,15,25.4
06/06/2021,1600,16,24
06/06/2021,1700,17,23
06/06/2021,1800,18,23.6
06/06/2021,1900,19,23.2
06/06/2021,2000,20,22.9
06/06/2021,2100,21,22.7
06/06/2021,2200,22,21.2
06/06/2021,2300,23,21.4
07/06/2021,0000,00,21.5
07/06/2021,0100,01,21.5
07/06/2021,0200,02,21.4
07/06/2021,0300,03,21.2
07/06/2021,0400,04,21.2
07/06/2021,0500,05,20.9
07/06/2021,0600,06,20.7
07/06/2021,0700,07,20.6
07/06/2021,0800,08,20.7
07/06/2021,0900,09,20.9
07/06/2021,1000,10,21.5
07/06/2021,1100,11,22.6
07/06/2021,1200,12,23.1
07/06/2021,1300,13,24.2
07/06/2021,1400,14,24.4
07/06/2021,1500,15,24.5
07/06/2021,1600,16,25.1
07/06/2021,1700,17,25.3
07/06/2021,1800,18,25.6
07/06/2021,1900,19,24.3
07/06/2021,2000,20,23.5
07/06/2021,2100,21,23
07/06/2021,2200,22,22.2
07/06/2021,2300,23,22
08/06/2021,0000,00,21.8
08/06/2021,0100,01,21.4
08/06/2021,0200,02,21.1
08/06/2021,0300,03,21
08/06/2021,0400,04,21.2
08/06/2021,0500,05,21
08/06/2021,0600,06,20.8
08/06/2021,0700,07,20.9
08/06/2021,0800,08,20.8
08/06/2021,0900,09,21.1
08/06/2021,1000,10,22.1
08/06/2021,1100,11,23.5
08/06/2021,1200,12,25
08/06/2021,1300,13,25.4
08/06/2021,1400,14,26.4
08/06/2021,1500,15,26.8
08/06/2021,1600,16,28.2
08/06/2021,1700,17,27.8
08/06/2021,1800,18,27.7
08/06/2021,1900,19,25.6
08/06/2021,2000,20,23.9
08/06/2021,2100,21,22.9
08/06/2021,2200,22,22.4
08/06/2021,2300,23,21.8
09/06/2021,0000,00,21.7
09/06/2021,0100,01,21.5
09/06/2021,0200,02,21.1
09/06/2021,0300,03,21
09/06/2021,0400,04,20.9
09/06/2021,0500,05,20.7
09/06/2021,0600,06,20.7
09/06/2021,0700,07,20.6
09/06/2021,0800,08,20.3
09/06/2021,0900,09,20.8
09/06/2021,1000,10,21.8
09/06/2021,1100,11,22.8
09/06/2021,1200,12,24
09/06/2021,1300,13,24.2
09/06/2021,1400,14,25.7
09/06/2021,1500,15,26.9
09/06/2021,1600,16,27.4
09/06/2021,1700,17,27.2
09/06/2021,1800,18,26
09/06/2021,1900,19,26.2
09/06/2021,2000,20,24.1
09/06/2021,2100,21,23.4
09/06/2021,2200,22,22.3
09/06/2021,2300,23,22
10/06/2021,0000,00,21.6
10/06/2021,0100,01,21.2
10/06/2021,0200,02,20.9
10/06/2021,0300,03,20.5
10/06/2021,0400,04,19.6
10/06/2021,0500,05,19.7
10/06/2021,0600,06,19.5
10/06/2021,0700,07,19.5
10/06/2021,0800,08,19.5
10/06/2021,0900,09,19.9
10/06/2021,1000,10,21.5
10/06/2021,1100,11,22.6
10/06/2021,1200,12,23.9
10/06/2021,1300,13,25.8
10/06/2021,1400,14,25.7
10/06/2021,1500,15,26.4
10/06/2021,1600,16,25.9
10/06/2021,1700,17,25.8
10/06/2021,1800,18,26.3
10/06/2021,1900,19,24.2
10/06/2021,2000,20,22.5
10/06/2021,2100,21,21.7
10/06/2021,2200,22,21.4
10/06/2021,2300,23,20.8
11/06/2021,0000,00,21.2
11/06/2021,0100,01,21.3
11/06/2021,0200,02,21.2
11/06/2021,0300,03,20.8
11/06/2021,0400,04,20.8
11/06/2021,0500,05,20.6
11/06/2021,0600,06,19.6
11/06/2021,0700,07,19.2
11/06/2021,0800,08,19
11/06/2021,0900,09,19.4
11/06/2021,1000,10,21.3
11/06/2021,1100,11,23.1
11/06/2021,1200,12,25
11/06/2021,1300,13,25.6
11/06/2021,1400,14,27.2
11/06/2021,1500,15,28.2
11/06/2021,1600,16,28.9
11/06/2021,1700,17,28.5
11/06/2021,1800,18,28.3
11/06/2021,1900,19,27.3
11/06/2021,2000,20,26
11/06/2021,2100,21,24.7
11/06/2021,2200,22,22.7
11/06/2021,2300,23,22
12/06/2021,0000,00,21.7
12/06/2021,0100,01,21.5
12/06/2021,0200,02,21.2
12/06/2021,0300,03,21
12/06/2021,0400,04,21
12/06/2021,0500,05,20.9
12/06/2021,0600,06,20.5
12/06/2021,0700,07,19.9
12/06/2021,0800,08,19.7
12/06/2021,0900,09,19.8
12/06/2021,1000,10,21.6
12/06/2021,1100,11,23.7
12/06/2021,1200,12,25.1
12/06/2021,1300,13,26.6
12/06/2021,1400,14,28.7
12/06/2021,1500,15,28.9
12/06/2021,1600,16,30.4
12/06/2021,1700,17,30.1
12/06/2021,1800,18,29.8
12/06/2021,1900,19,28.8
12/06/2021,2000,20,26.6
12/06/2021,2100,21,25.3
12/06/2021,2200,22,24.3
12/06/2021,2300,23,22.6
13/06/2021,0000,00,21.8
13/06/2021,0100,01,21.4
13/06/2021,0200,02,21
13/06/2021,0300,03,20.9
13/06/2021,0400,04,20.8
13/06/2021,0500,05,20.3
13/06/2021,0600,06,20.1
13/06/2021,0700,07,19.8
13/06/2021,0800,08,19.7
13/06/2021,0900,09,20
13/06/2021,1000,10,21.3
13/06/2021,1100,11,22.1
13/06/2021,1200,12,24.1
13/06/2021,1300,13,26.6
13/06/2021,1400,14,27.4
