data,hora,sala,temperatura,hora_simples
09/28/2021,10:00:01,TH-Caruru,27.3,10
09/28/2021,11:00:00,TH teste,27.8,11
09/28/2021,11:00:00,TH-Suporte,23.3,11
09/28/2021,11:00:00,TH-Caruru,27.3,11
09/28/2021,12:00:00,TH teste,27.8,12
09/28/2021,12:00:00,TH-Caruru,27.3,12
09/28/2021,12:00:01,TH-Suporte,22.7,12
09/28/2021,13:00:00,TH-Suporte,22.6,13
09/28/2021,13:00:01,TH-Caruru,27.3,13
09/28/2021,13:00:01,TH teste,27.8,13
09/28/2021,14:00:02,TH teste,27.8,14
09/28/2021,14:00:02,TH-Caruru,27.5,14
09/28/2021,14:00:03,TH-Suporte,22.4,14
09/28/2021,15:00:00,TH-Caruru,27.5,15
09/28/2021,15:00:00,TH teste,27.8,15
09/28/2021,15:00:00,TH-Suporte,22.4,15
09/28/2021,16:00:00,TH-Caruru,27.5,16
09/28/2021,16:00:01,TH-Suporte,22.5,16
09/28/2021,16:00:01,TH teste,27.8,16
09/28/2021,17:00:00,TH teste,27.8,17
09/28/2021,17:00:00,TH-Suporte,22.7,17
09/28/2021,17:00:01,TH-Caruru,27.5,17
09/28/2021,18:00:00,TH teste,27.8,18
09/28/2021,18:00:00,TH-Suporte,25.1,18
09/28/2021,18:00:01,TH-Caruru,27.5,18
09/28/2021,19:00:00,TH-Suporte,25.7,19
09/28/2021,19:00:00,TH-Caruru,27.5,19
09/28/2021,19:00:01,TH teste,27.8,19
09/28/2021,20:00:00,TH-Suporte,26.3,20
09/28/2021,20:00:01,TH-Caruru,27.5,20
09/28/2021,20:00:01,TH teste,27.8,20
09/30/2021,11:56:27,TH-Caruru,26.6,11
09/30/2021,11:56:27,TH-Suporte,23.0,11
09/30/2021,11:56:27,TH teste,27.8,11
09/30/2021,12:00:00,TH-Suporte,22.9,12
09/30/2021,12:00:00,TH teste,27.8,12
09/30/2021,12:00:00,TH-Caruru,26.6,12
09/30/2021,13:00:00,TH teste,27.8,13
09/30/2021,13:00:00,TH-Suporte,23.4,13
09/30/2021,13:00:01,TH-Caruru,26.8,13
09/30/2021,14:00:00,TH-Suporte,23.1,14
09/30/2021,14:00:01,TH-Caruru,26.8,14
09/30/2021,14:00:01,TH teste,27.8,14
09/30/2021,15:00:00,TH-Caruru,26.8,15
09/30/2021,15:00:01,TH teste,27.8,15
09/30/2021,15:00:01,TH-Suporte,22.8,15
09/30/2021,16:00:01,TH teste,27.8,16
09/30/2021,16:00:01,TH-Suporte,22.8,16
09/30/2021,16:00:01,TH-Caruru,26.8,16
09/30/2021,17:00:00,TH teste,27.8,17
09/30/2021,17:00:01,TH-Caruru,26.8,17
09/30/2021,17:00:01,TH-Suporte,22.7,17
09/30/2021,18:00:00,TH-Suporte,24.5,18
09/30/2021,18:00:00,TH teste,27.8,18
09/30/2021,18:00:00,TH-Caruru,26.8,18
09/30/2021,19:00:00,TH-Caruru,26.8,19
09/30/2021,19:00:01,TH teste,27.8,19
09/30/2021,19:00:01,TH-Suporte,25.7,19
09/30/2021,20:00:00,TH-Caruru,26.8,20
09/30/2021,20:00:00,TH-Suporte,26.3,20
09/30/2021,20:00:00,TH teste,27.8,20
10/01/2021,12:07:12,TH-Suporte,23.0,12
10/01/2021,12:07:12,TH teste,27.8,12
10/01/2021,12:07:13,TH-Caruru,26.8,12
10/01/2021,13:00:00,TH-Suporte,22.8,13
10/01/2021,13:00:01,TH teste,27.8,13
10/01/2021,13:00:01,TH-Caruru,26.8,13
10/01/2021,14:00:00,TH-Caruru,27.4,14
10/01/2021,14:00:00,TH-Suporte,22.8,14
10/01/2021,14:00:00,TH teste,27.8,14
10/01/2021,15:00:00,TH-Suporte,22.7,15
10/01/2021,15:00:00,TH-Caruru,27.4,15
10/01/2021,15:00:01,TH teste,27.8,15
10/01/2021,16:00:00,TH-Suporte,22.7,16
10/01/2021,16:00:01,TH-Caruru,27.4,16
10/01/2021,16:00:01,TH teste,27.8,16
10/01/2021,17:00:00,TH-Caruru,27.4,17
10/01/2021,17:00:00,TH-Suporte,22.8,17
10/01/2021,17:00:01,TH teste,27.8,17
10/01/2021,18:00:00,TH-Caruru,27.4,18
10/01/2021,18:00:01,TH-Suporte,22.9,18
10/01/2021,18:00:01,TH teste,27.8,18
10/01/2021,19:00:00,TH-Caruru,27.4,19
10/01/2021,19:00:01,TH-Suporte,24.1,19
10/01/2021,19:00:02,TH teste,27.8,19
10/01/2021,20:00:00,TH-Suporte,25.3,20
10/01/2021,20:00:01,TH teste,27.8,20
10/01/2021,20:00:01,TH-Caruru,27.4,20
10/04/2021,11:40:43,TH-Suporte,22.4,11
10/04/2021,11:40:43,TH-Caruru,27.8,11
10/04/2021,11:40:43,TH teste,27.8,11
10/04/2021,12:00:00,TH-Suporte,24.0,12
10/04/2021,12:00:00,TH teste,27.8,12
10/04/2021,12:00:00,TH-Caruru,27.8,12
10/04/2021,13:00:00,TH-Caruru,27.9,13
10/04/2021,13:00:00,TH-Suporte,24.3,13
10/04/2021,13:00:01,TH teste,27.8,13
10/04/2021,14:00:00,TH-Caruru,27.9,14
10/04/2021,14:00:00,TH-Suporte,24.3,14
10/04/2021,14:00:00,TH teste,27.8,14
10/04/2021,15:00:01,TH teste,27.8,15
10/04/2021,15:00:01,TH-Caruru,28.0,15
10/04/2021,15:00:01,TH-Suporte,23.4,15
10/04/2021,16:00:00,TH-Caruru,28.0,16
10/04/2021,16:00:00,TH-Suporte,23.4,16
10/04/2021,16:00:01,TH teste,27.8,16
10/04/2021,17:00:00,TH-Caruru,28.0,17
10/04/2021,17:00:00,TH-Suporte,23.4,17
10/04/2021,17:00:00,TH teste,27.8,17
10/04/2021,18:00:00,TH-Suporte,25.3,18
10/04/2021,18:00:01,TH teste,27.8,18
10/04/2021,18:00:01,TH-Caruru,28.0,18
10/04/2021,19:00:00,TH-Caruru,28.0,19
10/04/2021,19:00:00,TH-Suporte,25.9,19
10/04/2021,19:00:01,TH teste,27.8,19
10/04/2021,20:00:00,TH teste,27.8,20
10/04/2021,20:00:01,TH-Caruru,28.0,20
10/04/2021,20:00:02,TH-Suporte,26.5,20
10/05/2021,05:40:37,TH-Suporte,27.9,05
10/05/2021,07:00:00,TH-Suporte,27.9,07
10/05/2021,08:00:00,TH-Suporte,27.9,08
10/05/2021,09:00:00,TH-Suporte,25.5,09
10/05/2021,10:00:00,TH-Suporte,24.3,10
10/05/2021,11:00:00,TH-Suporte,23.7,11
10/05/2021,12:00:00,TH-Suporte,23.1,12
10/05/2021,13:00:00,TH-Suporte,22.9,13
10/05/2021,14:00:00,TH-Suporte,23.6,14
10/05/2021,15:00:00,TH-Suporte,23.4,15
10/05/2021,16:00:01,TH-Suporte,23.4,16
10/05/2021,17:00:00,TH-Suporte,23.4,17
10/05/2021,18:00:00,TH-Suporte,24.9,18
10/05/2021,19:00:01,TH-Suporte,26.1,19
10/05/2021,20:00:01,TH-Suporte,26.1,20
